word,shows,show_count
suffer,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
suggest,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
suicide,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
suit,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
summer,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
sun,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
sunset,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
sunshine,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
supper,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
supply,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
support,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
suppose,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
sure,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
surely,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
surprise,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
surprised,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
surrender,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
surround,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
survive,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
suspect,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
suspicious,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
swear,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
sweat,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
sweep,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
sweet,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
swim,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
swing,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
switch,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
system,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
table,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tail,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
take,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tale,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
talent,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
talented,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
talk,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tall,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tap,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
target,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
taste,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tax,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tea,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
teach,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
teacher,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
team,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tear,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
technique,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
teeth,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tell,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
temple,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
ten,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tend,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tense,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tent,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
term,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
terrible,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
terrify,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
test,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
thank,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
thanks,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
theory,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
therefore,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
thing,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
think,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
thinking,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
third,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
though,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
thought,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
threat,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
threaten,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
thrill,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
throat,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
throw,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tie,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tight,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
till,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
time,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tiny,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tire,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tired,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
title,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
today,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
toe,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
together,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
told,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tomorrow,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
ton,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tone,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tonight,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
top,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
torture,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
toss,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
touch,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tough,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tour,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
towards,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tower,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
town,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
toy,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
track,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
trade,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tradition,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
train,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
training,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
trap,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
travel,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tray,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
treat,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
treatment,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tree,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
trick,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tricky,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
trip,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
trouble,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
troubled,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
true,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
truly,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
trust,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
trustworthy,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
truth,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
try,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tub,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tuck,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tune,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
turn,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
turtle,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
tv,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
twice,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
type,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
ugly,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
uncle,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
uncomfortable,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
underground,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
understand,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
understanding,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
understood,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
undo,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
unfortunate,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
unfortunately,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
union,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
unique,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
unit,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
unknown,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
unlock,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
upset,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
use,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
useful,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
usual,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
usually,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
valuable,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
value,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
vehicle,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
version,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
vice,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
vicious,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
view,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
village,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
violence,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
vision,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
visit,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
visitor,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
voice,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
vote,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
vulnerable,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
wait,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
wake,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
walk,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
walking,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
wall,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
wan,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
wander,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
want,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
war,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
warm,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
warn,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
warning,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
wash,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
waste,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
watch,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
watching,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
water,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
wave,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
way,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
weak,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
weakness,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
wear,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
weather,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
weed,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
week,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
weight,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
welcome,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
well,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
whatever,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
wheel,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
whine,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
whip,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
whistle,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
white,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
whole,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
wide,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
wife,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
wild,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
willing,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
win,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
wind,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
window,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
wine,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
wing,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
winner,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
winter,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
wipe,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
wish,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
witness,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
woman,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
wonder,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
wonderful,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
wood,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
word,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
work,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
working,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
world,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
worried,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
worry,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
worse,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
worth,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
worthless,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
would,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
wound,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
wrap,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
wrist,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
write,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
writer,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
writing,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
wrong,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
yank,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
yard,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
yeah,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
year,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
yellow,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
yep,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
yes,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
yesterday,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
yet,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
young,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,8
accent,BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,7
accurate,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
accusation,BB|BBT|BoJack|Dexter|GOT|Office|SP,7
ache,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
acquaintance,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
actively,BB|BBT|BoJack|GOT|HIMYM|Office|SP,7
activity,BB|BBT|Dexter|GOT|HIMYM|Office|SP,7
actress,BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,7
ad,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
addict,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
addiction,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
adjustment,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
adorable,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
advanced,BB|BBT|Dexter|GOT|HIMYM|Office|SP,7
affair,BB|BBT|BoJack|Dexter|GOT|Office|SP,7
affect,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
agent,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
aggressive,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
ah,BB|BBT|BoJack|Dexter|GOT|HIMYM|SP,7
aid,BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,7
aim,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
airport,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
aisle,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
alcohol,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
alcoholic,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
alike,BB|BBT|Dexter|GOT|HIMYM|Office|SP,7
ambulance,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
anal,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
angel,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
anger,BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,7
announcement,BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,7
annoying,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
anonymous,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
anxiety,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
anyways,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
apparent,BB|BBT|BoJack|Dexter|GOT|Office|SP,7
appetite,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
applause,BB|BBT|BoJack|Dexter|GOT|Office|SP,7
approval,BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,7
argument,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
army,BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,7
arrangement,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
article,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
asking,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
assignment,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
assist,BB|BoJack|Dexter|GOT|HIMYM|Office|SP,7
assistant,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
attend,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
attract,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
attractive,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
auction,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
audience,BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,7
auto,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
awesome,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
bachelor,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
backup,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
backyard,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
bacon,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
bail,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
bald,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
bare,BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,7
bark,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
barrel,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
baseball,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
basement,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
bathroom,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
battle,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
beating,BB|BBT|BoJack|Dexter|GOT|Office|SP,7
beauty,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
bedtime,BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,7
bee,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
beep,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
beloved,BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,7
bench,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
bent,BB|BBT|BoJack|Dexter|GOT|HIMYM|SP,7
beverage,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
bid,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
bidding,BB|BBT|BoJack|GOT|HIMYM|Office|SP,7
bike,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
bill,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
billion,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
bind,BB|BBT|BoJack|Dexter|GOT|HIMYM|SP,7
bird,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
bitch,BB|BBT|BoJack|Dexter|GOT|Office|SP,7
blanket,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
blend,BB|BBT|Dexter|GOT|HIMYM|Office|SP,7
blink,BB|BBT|BoJack|Dexter|GOT|HIMYM|SP,7
blonde,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
bluff,BB|BBT|BoJack|Dexter|GOT|Office|SP,7
bolt,BB|BBT|Dexter|GOT|HIMYM|Office|SP,7
bomb,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
boner,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
bonus,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
boob,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
booth,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
born,BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,7
boss,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
bound,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
bowling,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
bracelet,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
branch,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
brass,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
breach,BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,7
brilliant,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
bro,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
bruise,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
brutal,BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,7
bubble,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
buck,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
buckle,BB|BBT|Dexter|GOT|HIMYM|Office|SP,7
bud,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
buddy,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
budget,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
bull,BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,7
bullet,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
bummer,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
burden,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
burger,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
burning,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
burst,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
bus,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
bush,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
bust,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
butt,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
button,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
buzz,BB|BBT|BoJack|Dexter|GOT|HIMYM|Office,7
bye,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
cabin,BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,7
cable,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
calendar,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
cancel,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
cancer,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
candidate,BBT|BoJack|Dexter|GOT|HIMYM|Office|SP,7
cap,BB|BBT|BoJack|Dexter|HIMYM|Office|SP,7
capital,BB|BBT|Dexter|GOT|HIMYM|Office|SP,7
