word,total_count,episode_count,episodes
last,130,49,"20x02:2,20x03:1,20x04:4,20x05:3,20x06:2,20x07:3,20x09:1,20x10:2,21x02:1,21x05:1,21x06:2,21x08:2,21x09:1,21x10:1,22x01:4,22x02:2,22x03:8,22x04:4,22x05:4,22x07:2,22x08:2,22x10:1,23x01:2,23x02:2,23x03:1,23x05:7,23x06:1,23x10:5,24x01:5,24x02:6,25x01:1,25x02:2,25x04:1,25x06:2,26x01:3,26x02:4,26x03:1,26x04:1,26x05:2,26x06:5,27x01:2,27x02:1,27x03:4,27x04:5,27x05:5,28x01:3,28x02:3,28x03:1,28x04:2"
face,129,53,"20x01:3,20x04:1,20x05:2,20x08:3,20x10:1,21x01:2,21x02:2,21x03:6,21x04:3,21x05:2,21x06:1,21x07:2,21x08:2,21x09:2,21x10:2,22x01:1,22x02:1,22x03:2,22x04:4,22x05:1,22x06:1,22x07:4,22x08:2,22x09:5,22x10:4,23x01:1,23x02:1,23x06:1,23x09:1,23x10:1,24x01:4,24x02:3,25x01:1,25x02:4,25x03:1,25x04:1,25x05:5,25x06:1,26x01:2,26x02:4,26x03:1,26x04:1,26x05:3,26x06:1,27x01:2,27x02:8,27x04:5,27x05:1,28x01:3,28x02:1,28x03:4,28x04:2,28x05:7"
nobody,128,52,"20x01:3,20x02:4,20x03:3,20x04:2,20x05:2,20x06:3,20x07:3,20x08:2,20x09:1,21x01:1,21x03:3,21x04:2,21x05:1,21x06:2,21x08:3,21x09:1,21x10:5,22x02:2,22x03:1,22x05:3,22x06:1,22x07:1,22x08:4,22x09:3,22x10:1,23x01:4,23x02:2,23x03:6,23x04:1,23x05:3,23x06:3,23x09:4,23x10:4,24x01:5,24x02:3,25x04:1,25x06:2,26x01:3,26x02:1,26x03:4,26x04:2,26x05:2,26x06:2,27x01:2,27x02:2,27x04:1,27x05:1,28x01:1,28x02:1,28x03:4,28x04:3,28x05:4"
year,128,45,"20x01:2,20x06:1,20x07:2,20x08:2,21x01:1,21x03:4,21x06:5,21x07:2,21x08:1,21x09:2,21x10:1,22x01:1,22x02:2,22x03:4,22x05:10,22x06:2,22x07:1,22x08:1,22x09:1,22x10:1,23x03:1,23x04:2,23x05:1,23x06:2,23x07:1,23x08:3,23x09:2,23x10:2,24x01:1,24x02:6,25x01:1,25x02:1,25x05:1,25x06:10,26x01:2,26x03:7,27x01:1,27x02:2,27x03:5,27x04:10,27x05:7,28x02:2,28x03:2,28x04:8,28x05:2"
name,127,38,"20x01:3,20x02:1,20x03:1,20x04:3,20x06:2,20x07:4,20x09:1,20x10:2,21x01:3,21x03:2,21x04:1,21x05:4,21x09:4,21x10:2,22x02:2,22x04:2,22x06:3,22x07:1,22x08:2,22x09:2,23x01:5,23x06:2,23x07:2,23x09:1,23x10:1,25x01:1,25x02:33,25x04:1,25x05:3,26x01:4,26x03:1,26x04:3,26x05:3,27x01:1,27x03:9,27x04:6,27x05:4,28x03:2"
mom,126,41,"20x01:2,20x03:1,20x07:1,20x08:1,20x09:4,20x10:1,21x02:1,21x03:2,21x06:1,21x07:7,21x09:6,22x01:4,22x05:3,22x07:2,22x08:1,22x09:3,23x01:1,23x03:8,23x05:1,23x07:2,23x08:16,23x09:1,23x10:2,24x01:1,24x02:3,25x01:2,25x02:2,25x03:15,25x04:3,25x05:2,25x06:1,26x01:1,26x03:1,26x04:1,26x05:4,26x06:1,27x02:3,27x03:4,27x04:4,27x05:5,28x03:2"
play,126,35,"20x02:6,20x03:1,20x05:1,20x06:1,20x10:1,21x01:3,21x05:4,21x07:2,21x09:3,21x10:2,22x01:2,22x02:5,22x03:1,22x06:10,22x07:5,22x08:1,23x02:5,23x05:2,23x06:2,23x07:14,23x08:3,24x02:1,25x01:4,25x04:1,25x05:17,26x02:10,26x03:3,26x05:1,26x06:5,27x01:3,27x03:2,27x04:1,27x05:1,28x01:1,28x04:2"
world,126,45,"20x01:1,20x02:1,20x03:3,20x04:4,20x05:6,20x06:4,20x07:6,20x08:9,20x09:4,20x10:2,21x02:1,21x04:1,21x05:1,21x07:2,21x09:10,22x01:2,22x02:2,22x03:4,22x04:2,22x06:2,22x07:3,22x08:4,22x09:1,23x01:1,23x02:2,23x03:3,23x04:2,23x05:2,23x06:3,23x07:1,23x08:1,24x01:3,24x02:4,25x03:1,25x05:2,26x01:3,26x02:4,26x03:5,26x04:1,27x01:1,27x03:1,27x05:6,28x02:2,28x03:2,28x04:1"
change,125,45,"20x01:2,20x02:1,20x03:2,20x04:5,20x05:1,20x06:2,20x07:11,20x08:3,20x09:2,21x01:5,21x02:2,21x03:1,21x07:4,21x08:3,21x09:1,22x01:3,22x02:1,22x04:2,22x05:1,22x08:1,23x01:2,23x03:2,23x04:13,23x05:2,23x06:2,23x07:1,23x09:1,24x01:3,24x02:4,25x01:2,25x02:1,25x04:3,26x01:2,26x02:1,26x03:4,26x04:3,26x06:2,27x01:2,27x03:6,27x04:3,27x05:3,28x01:1,28x02:4,28x04:1,28x05:4"
else,122,54,"20x02:1,20x04:1,20x05:2,20x07:1,20x08:1,20x09:1,20x10:2,21x01:3,21x02:2,21x03:4,21x04:2,21x05:1,21x06:1,21x07:1,21x08:2,21x09:3,21x10:3,22x01:5,22x02:3,22x03:1,22x04:4,22x05:4,22x06:1,22x08:1,22x09:3,22x10:2,23x02:3,23x03:1,23x04:1,23x07:1,23x08:2,23x09:1,23x10:3,24x01:3,24x02:3,25x01:4,25x02:3,25x03:1,25x05:2,25x06:1,26x01:2,26x02:2,26x03:1,26x04:4,26x06:1,27x01:1,27x03:5,27x04:9,27x05:7,28x01:1,28x02:1,28x03:2,28x04:1,28x05:1"
might,122,48,"20x03:1,20x05:3,20x06:1,20x07:2,20x08:1,20x09:3,20x10:7,21x02:5,21x03:2,21x05:1,21x06:4,21x07:5,21x08:4,21x09:2,21x10:1,22x01:1,22x02:2,22x03:3,22x05:1,22x06:1,22x07:1,22x08:1,22x10:4,23x01:3,23x02:2,23x03:1,23x06:4,23x08:2,23x09:1,23x10:2,24x01:6,24x02:4,25x02:4,25x05:1,26x01:1,26x02:3,26x03:2,26x04:1,26x05:1,27x01:1,27x02:3,27x03:5,27x04:6,27x05:7,28x02:1,28x03:1,28x04:1,28x05:3"
today,121,49,"20x01:3,20x03:2,20x04:1,20x05:2,20x08:2,20x10:1,21x02:7,21x03:3,21x05:3,21x07:3,21x08:1,21x09:5,21x10:1,22x01:4,22x02:4,22x03:4,22x04:1,22x07:1,22x08:5,22x09:1,22x10:1,23x04:2,23x06:2,23x07:5,23x08:2,23x09:1,24x01:4,24x02:6,25x01:1,25x02:2,25x03:2,25x04:2,25x05:2,25x06:4,26x01:1,26x02:2,26x03:1,26x04:2,26x05:1,26x06:3,27x01:2,27x02:2,27x03:2,27x05:1,28x01:6,28x02:3,28x03:3,28x04:1,28x05:1"
weed,121,17,"22x04:1,22x09:1,22x10:15,23x01:29,23x02:6,23x03:7,23x04:6,23x05:4,23x06:8,23x10:2,24x01:6,25x02:10,25x05:3,25x06:17,26x03:4,26x06:1,27x05:1"
anyone,120,54,"20x01:3,20x02:1,20x03:1,20x04:5,20x05:1,20x06:3,20x07:1,20x08:3,21x01:1,21x02:2,21x03:2,21x04:2,21x05:2,21x07:1,21x09:2,21x10:4,22x01:1,22x02:1,22x03:2,22x04:1,22x05:5,22x07:1,22x08:1,22x09:2,23x01:1,23x02:1,23x03:2,23x04:2,23x05:3,23x06:1,23x07:1,23x08:2,23x09:2,24x01:6,24x02:2,25x01:2,25x02:2,25x03:4,25x05:1,26x01:1,26x02:2,26x03:4,26x04:6,26x06:2,27x01:4,27x02:1,27x03:1,27x04:3,27x05:6,28x01:1,28x02:1,28x03:4,28x04:2,28x05:2"
deal,120,47,"20x01:1,20x02:1,20x03:1,20x04:2,20x06:1,20x07:1,20x08:3,20x09:3,21x02:3,21x03:2,21x04:2,21x06:1,21x08:1,22x01:4,22x03:3,22x05:1,22x06:10,22x07:12,22x08:6,22x09:1,23x01:3,23x02:1,23x03:1,23x04:1,23x05:2,23x06:3,23x07:1,23x08:1,23x10:1,24x01:5,24x02:3,25x01:2,25x03:8,25x05:3,25x06:1,26x01:2,26x02:1,26x03:3,26x04:1,26x05:3,27x03:2,27x04:5,27x05:1,28x01:2,28x02:3,28x04:1,28x05:1"
sir,117,43,"20x01:3,20x03:3,20x05:2,20x06:1,20x07:1,20x08:7,20x10:1,21x04:4,21x05:1,21x06:3,21x08:1,22x03:1,22x06:5,22x07:2,22x08:1,22x09:1,22x10:3,23x01:1,23x02:3,23x04:6,23x05:3,23x07:1,23x09:1,23x10:1,24x01:2,24x02:4,25x01:4,25x03:1,25x04:1,25x05:2,25x06:2,26x02:3,26x03:1,26x05:5,26x06:3,27x01:5,27x02:3,27x03:2,28x01:1,28x02:7,28x03:10,28x04:4,28x05:1"
hard,116,52,"20x02:1,20x03:4,20x05:1,20x06:1,20x07:2,20x08:2,20x09:2,21x01:2,21x02:4,21x03:1,21x04:2,21x05:1,21x07:2,21x08:2,21x10:1,22x01:2,22x02:2,22x03:1,22x04:3,22x06:4,22x08:4,22x09:1,22x10:2,23x01:4,23x02:1,23x03:4,23x05:3,23x06:3,23x07:4,23x08:2,24x01:3,24x02:5,25x01:1,25x02:2,25x03:1,25x05:1,26x01:3,26x02:3,26x03:1,26x04:1,26x05:4,26x06:1,27x01:1,27x02:3,27x03:1,27x04:2,27x05:2,28x01:2,28x02:7,28x03:1,28x04:1,28x05:2"
dude,115,42,"20x02:2,20x03:1,20x04:1,20x05:2,20x06:1,20x08:1,20x09:1,20x10:1,21x02:3,21x03:4,21x04:1,21x05:4,21x06:1,21x07:2,21x08:1,21x09:2,22x03:2,22x04:2,22x05:10,22x06:3,22x08:3,22x10:2,23x01:1,23x04:1,23x07:1,24x01:2,24x02:5,25x01:2,25x02:3,25x05:9,26x01:5,26x02:6,26x04:4,26x05:2,26x06:3,27x01:2,27x02:2,27x05:2,28x01:3,28x02:5,28x03:3,28x04:4"
money,115,31,"21x04:7,21x05:1,21x07:1,21x08:1,22x04:8,22x06:1,22x08:2,22x09:4,22x10:1,23x01:1,23x02:10,23x03:2,23x04:4,23x06:2,23x10:1,24x01:1,24x02:2,25x01:4,25x02:1,25x03:7,25x06:2,26x01:1,26x03:5,26x05:14,27x01:5,27x02:2,27x03:5,27x05:1,28x02:6,28x04:12,28x05:1"
run,115,45,"20x03:2,20x04:2,20x05:2,20x06:1,20x07:1,20x08:2,20x09:1,20x10:2,21x01:2,21x02:1,21x03:2,21x06:1,21x08:1,21x09:2,21x10:5,22x01:2,22x03:1,22x04:2,22x05:3,22x06:2,22x07:1,22x09:2,23x02:1,23x03:3,23x04:2,23x06:4,23x07:2,23x09:1,23x10:1,24x01:2,24x02:2,25x01:1,25x04:2,25x05:2,26x01:29,26x03:1,26x04:1,26x05:1,27x03:3,27x04:1,27x05:10,28x01:1,28x03:1,28x04:3,28x05:1"
break,114,39,"20x01:1,20x02:4,20x03:1,20x04:7,20x07:4,21x01:1,21x02:5,21x03:1,21x04:2,21x06:2,21x07:6,21x10:4,22x01:1,22x04:5,22x06:3,22x07:5,22x09:3,23x01:2,23x02:1,23x03:1,23x04:1,23x07:2,23x08:1,24x01:7,24x02:3,25x01:2,25x03:1,25x04:1,25x05:4,25x06:2,26x03:2,26x05:5,26x06:14,27x01:2,27x02:1,27x03:1,27x04:4,28x03:1,28x05:1"
best,113,44,"20x02:2,20x03:1,20x04:2,20x09:1,20x10:2,21x01:2,21x02:1,21x03:1,21x05:3,21x06:3,21x07:2,21x08:2,21x10:4,22x02:1,22x03:4,22x05:2,22x06:1,22x07:1,23x01:2,23x03:8,23x04:3,23x05:1,23x07:4,23x08:1,23x09:2,23x10:2,24x01:1,24x02:14,25x01:1,25x02:3,25x04:4,25x05:3,25x06:2,26x01:6,26x03:1,26x04:3,26x05:4,26x06:3,27x01:2,27x02:2,27x03:2,27x05:1,28x04:2,28x05:1"
together,113,51,"20x02:2,20x03:1,20x04:6,20x05:6,20x06:2,20x08:1,20x09:1,21x01:2,21x02:3,21x04:1,21x06:1,21x07:1,21x08:1,21x09:3,21x10:6,22x01:3,22x02:2,22x04:1,22x05:2,22x06:4,22x07:3,22x08:1,22x09:1,22x10:1,23x01:1,23x03:3,23x05:1,23x07:1,23x08:1,23x09:4,23x10:1,24x01:3,24x02:5,25x01:6,25x02:5,25x04:1,25x06:1,26x01:5,26x02:2,26x03:1,26x04:2,27x01:2,27x02:2,27x03:1,27x04:1,27x05:3,28x01:1,28x02:1,28x03:2,28x04:1,28x05:1"
matter,111,47,"20x02:2,20x03:4,20x06:4,20x07:2,20x08:3,20x09:1,20x10:2,21x01:2,21x02:1,21x03:2,21x04:4,21x05:3,21x06:1,21x07:2,21x10:4,22x02:1,22x04:1,22x07:1,22x08:5,22x09:3,22x10:1,23x01:3,23x02:1,23x03:2,23x04:3,23x06:2,23x07:3,23x08:1,23x10:2,24x01:5,24x02:4,25x01:1,25x04:1,25x06:1,26x02:4,26x03:2,26x04:5,26x05:2,26x06:2,27x01:1,27x03:3,27x04:5,28x01:1,28x02:1,28x03:2,28x04:2,28x05:3"
funny,110,21,"20x01:15,20x02:3,20x03:4,20x04:8,20x05:5,20x06:7,20x07:8,20x08:8,20x09:20,20x10:10,21x02:2,21x03:2,21x04:1,21x09:5,21x10:1,23x02:1,23x09:1,24x02:3,26x01:1,27x01:2,28x01:3"
real,110,38,"20x01:1,20x04:1,20x07:2,20x08:1,20x09:2,21x01:3,21x02:1,21x04:1,21x05:1,21x06:5,21x07:1,21x09:3,21x10:1,22x03:1,22x04:1,22x06:11,22x07:4,22x08:2,22x10:1,23x02:2,23x04:1,23x07:4,23x08:1,24x01:5,24x02:4,25x01:1,25x02:2,25x03:19,25x04:1,25x05:5,25x06:3,26x04:3,26x05:2,26x06:2,27x03:3,27x04:3,27x05:2,28x03:4"
stupid,110,46,"20x02:1,20x04:2,20x05:8,20x06:2,20x08:1,20x10:1,21x01:3,21x02:1,21x06:1,21x07:1,21x10:1,22x01:1,22x02:1,22x03:1,22x04:3,22x05:1,22x06:1,22x07:1,22x08:3,22x09:2,22x10:3,23x01:3,23x03:2,23x05:5,23x06:1,23x07:5,23x09:2,23x10:1,24x01:1,24x02:8,25x02:1,25x05:5,26x01:2,26x02:4,26x03:2,26x04:3,26x05:3,26x06:3,27x01:3,27x02:4,27x05:2,28x01:2,28x02:2,28x03:1,28x04:1,28x05:5"
guess,108,49,"20x02:1,20x03:2,20x04:2,20x05:4,20x06:1,20x07:1,20x08:3,21x05:1,21x06:4,21x07:1,21x08:2,21x09:1,21x10:2,22x01:2,22x02:1,22x03:3,22x04:1,22x05:1,22x07:3,22x08:4,22x09:4,22x10:4,23x02:2,23x03:1,23x04:1,23x05:2,23x06:1,23x07:1,23x09:3,23x10:1,24x02:5,25x02:4,25x04:1,25x06:2,26x01:2,26x02:2,26x04:2,26x05:4,26x06:3,27x01:2,27x02:1,27x03:7,27x04:3,27x05:4,28x01:1,28x02:1,28x03:2,28x04:1,28x05:1"
long,108,49,"20x01:1,20x02:3,20x03:2,20x04:1,20x05:1,20x06:2,20x08:3,20x09:2,20x10:2,21x01:1,21x03:1,21x04:1,21x05:1,21x07:1,21x09:2,22x01:2,22x03:3,22x04:1,22x06:2,22x07:1,22x09:1,22x10:1,23x01:2,23x02:1,23x03:1,23x06:7,23x07:2,23x08:1,23x09:1,24x01:2,24x02:3,25x01:4,25x02:2,25x03:1,25x04:1,25x05:3,25x06:1,26x01:1,26x02:1,26x04:3,26x05:4,26x06:2,27x01:4,27x03:5,27x04:6,27x05:2,28x01:7,28x03:4,28x05:2"
wait,108,45,"20x01:2,20x02:1,20x05:1,20x06:1,20x07:1,20x08:3,20x09:4,20x10:1,21x02:1,21x03:2,21x05:2,21x06:7,21x07:1,21x08:2,21x10:2,22x01:3,22x02:4,22x03:2,22x05:3,22x06:3,22x08:4,22x10:2,23x01:1,23x02:1,23x03:1,23x04:2,23x08:1,23x09:2,23x10:3,24x01:6,24x02:6,25x01:2,25x02:1,25x04:2,26x01:3,26x02:1,26x06:3,27x01:3,27x02:1,27x03:5,27x04:2,27x05:2,28x02:2,28x04:1,28x05:5"
boy,106,40,"20x01:3,20x02:2,20x04:8,20x05:4,20x07:3,20x08:2,20x10:4,21x01:1,21x02:2,21x04:1,21x05:1,21x07:2,21x08:1,21x09:2,22x02:9,22x03:1,22x06:2,23x02:1,23x03:4,23x04:2,23x06:1,23x07:6,23x09:2,24x01:2,24x02:3,25x01:3,25x02:4,25x03:2,25x04:2,25x05:1,25x06:1,26x01:2,26x04:1,26x05:1,26x06:5,27x02:1,27x03:1,28x01:2,28x02:3,28x03:8"
student,105,34,"20x01:4,20x02:4,20x03:1,20x04:1,20x05:1,20x06:3,20x08:1,21x02:6,21x05:1,21x06:1,21x08:7,21x09:4,21x10:1,22x01:3,22x03:2,22x06:1,22x08:1,23x02:1,23x03:2,23x04:9,23x05:2,23x07:3,23x09:1,24x01:8,24x02:4,25x01:8,25x02:1,25x04:1,26x01:2,26x04:8,27x01:2,27x02:5,28x01:4,28x03:2"
turn,104,52,"20x01:3,20x03:2,20x04:1,20x05:1,20x06:1,20x07:2,20x08:1,20x09:3,21x01:2,21x02:1,21x03:1,21x05:1,21x06:5,21x07:2,21x08:4,21x09:5,21x10:2,22x01:1,22x02:1,22x03:2,22x04:1,22x08:1,23x01:1,23x02:2,23x03:2,23x04:1,23x05:1,23x06:4,23x07:2,23x08:1,23x10:2,24x01:4,24x02:1,25x01:1,25x02:1,25x03:1,25x04:1,25x05:1,25x06:2,26x02:2,26x03:2,26x04:1,26x05:1,26x06:1,27x01:2,27x02:1,27x03:5,27x04:9,27x05:3,28x03:2,28x04:2,28x05:2"
country,103,37,"20x01:6,20x03:6,20x04:1,20x05:6,20x06:3,20x07:6,20x08:4,20x09:7,21x01:3,21x02:1,21x03:1,21x04:2,21x06:2,21x07:2,21x09:5,21x10:3,22x01:1,22x04:1,22x07:1,23x01:3,23x02:5,23x03:1,23x04:1,23x05:1,23x07:1,24x02:3,25x03:5,25x04:3,25x06:1,26x05:1,26x06:2,27x01:4,27x02:2,27x05:2,28x01:3,28x04:3,28x05:1"
pretty,101,52,"20x02:3,20x04:4,20x05:1,20x06:3,20x07:1,20x09:1,20x10:2,21x01:1,21x03:1,21x04:1,21x05:1,21x06:1,21x07:2,21x08:3,21x09:1,21x10:1,22x01:1,22x02:3,22x03:1,22x05:2,22x07:3,22x08:2,22x09:1,22x10:1,23x04:2,23x05:3,23x06:3,23x07:2,23x08:3,23x09:4,23x10:1,24x01:1,24x02:6,25x01:2,25x02:1,25x03:3,25x04:1,25x05:1,25x06:1,26x01:2,26x03:1,26x05:3,26x06:2,27x01:1,27x02:3,27x03:3,27x04:2,27x05:3,28x01:1,28x02:2,28x03:2,28x04:1"
special,101,23,"20x01:1,20x02:2,20x06:1,21x05:2,21x08:18,22x01:1,22x04:1,22x08:1,22x10:2,23x03:1,23x05:8,23x06:2,23x09:1,23x10:14,24x01:22,24x02:2,25x02:1,25x06:9,26x03:1,27x01:1,27x03:3,28x03:1,28x05:6"
bring,100,43,"20x01:1,20x02:1,20x05:2,20x06:2,20x10:2,21x02:1,21x03:1,21x04:1,21x05:5,21x06:5,21x07:2,21x08:2,21x09:2,21x10:4,22x02:7,22x03:5,22x04:1,22x05:1,22x07:1,22x09:1,22x10:2,23x02:1,23x03:5,23x05:5,23x06:5,23x07:2,23x08:3,23x10:1,24x02:3,25x01:1,25x02:2,25x03:3,25x06:3,26x01:1,26x02:1,26x03:1,26x04:2,27x01:2,27x03:1,27x04:2,27x05:3,28x03:1,28x05:3"
enough,99,47,"20x02:1,20x03:1,20x05:1,20x06:1,20x07:1,20x08:1,20x09:1,20x10:2,21x02:1,21x03:2,21x05:1,21x07:3,21x08:2,21x09:2,22x01:1,22x02:1,22x03:1,22x04:5,22x05:4,22x06:2,22x08:2,22x09:1,23x01:2,23x02:1,23x03:1,23x04:3,23x05:1,23x06:4,23x07:1,23x08:7,23x09:1,23x10:5,24x01:3,24x02:5,25x01:1,25x02:1,25x03:1,26x01:2,26x03:2,26x04:1,26x05:1,26x06:2,27x02:2,27x03:7,27x04:3,27x05:4,28x05:1"
son,99,45,"20x01:1,20x03:2,20x04:1,20x06:2,20x07:3,20x08:2,20x09:1,20x10:2,21x02:3,21x03:1,21x04:1,21x06:1,21x10:2,22x01:4,22x02:5,22x03:1,22x04:4,22x07:1,22x08:1,22x09:4,23x01:2,23x03:3,23x05:1,23x06:2,23x09:1,24x01:3,24x02:3,25x01:4,25x02:4,25x03:2,25x04:5,25x05:2,25x06:1,26x01:2,26x03:1,26x05:1,26x06:5,27x01:5,27x03:1,27x04:1,27x05:1,28x01:2,28x03:3,28x04:1,28x05:1"
thanks,99,48,"20x01:2,20x02:1,20x05:3,20x06:1,20x08:1,20x10:2,21x01:3,21x02:1,21x03:2,21x04:4,21x05:2,21x06:2,21x07:2,21x08:1,21x09:3,22x01:1,22x02:2,22x03:1,22x04:2,22x06:2,22x07:1,22x10:1,23x02:1,23x03:2,23x04:1,23x06:2,23x08:2,23x09:1,24x01:5,24x02:4,25x03:1,25x04:1,25x05:3,25x06:2,26x01:3,26x02:3,26x03:3,26x04:6,26x05:2,26x06:1,27x01:2,27x02:2,27x03:4,27x05:3,28x01:1,28x02:1,28x03:1,28x05:2"
cool,98,41,"20x01:1,20x02:3,20x03:1,20x04:2,20x05:2,20x06:7,20x07:1,20x09:1,20x10:3,21x01:5,21x02:2,21x03:2,21x05:2,21x06:5,21x07:2,21x08:3,22x01:1,22x02:2,22x04:4,22x05:1,22x08:3,22x10:1,23x02:1,23x03:1,23x07:8,23x09:1,23x10:1,24x01:1,24x02:2,25x01:1,25x02:3,25x03:2,25x05:4,26x01:2,26x02:3,26x04:2,27x03:1,27x04:2,27x05:6,28x03:2,28x04:1"
damn,98,41,"20x01:2,20x02:2,20x03:1,20x04:1,20x06:2,20x08:2,20x09:1,20x10:1,21x01:4,21x02:1,21x03:2,21x04:1,21x05:2,21x08:2,21x09:2,21x10:1,22x01:2,22x05:5,22x06:7,22x07:5,22x08:3,22x09:1,23x01:1,23x04:3,23x07:1,23x08:1,23x09:7,23x10:2,24x01:2,24x02:10,25x02:1,25x03:3,25x06:2,26x01:1,26x02:2,26x04:1,26x05:4,27x05:1,28x02:1,28x04:4,28x05:1"
minute,98,47,"20x01:1,20x03:2,20x06:1,20x08:4,20x09:2,20x10:3,21x01:1,21x02:3,21x03:3,21x05:2,21x08:1,21x10:1,22x01:1,22x03:1,22x04:1,22x05:3,22x06:2,22x08:2,22x09:3,23x01:1,23x02:2,23x03:2,23x04:2,23x05:3,23x06:2,23x07:1,23x09:2,23x10:1,24x01:5,24x02:2,25x01:1,25x02:3,25x03:2,25x04:1,25x05:1,26x01:3,26x02:2,26x04:1,26x05:3,26x06:1,27x02:1,27x03:6,27x04:2,27x05:2,28x01:3,28x03:1,28x05:5"
move,98,45,"20x03:2,20x04:1,20x08:1,20x09:3,21x01:1,21x02:1,21x03:2,21x05:1,21x07:1,21x08:5,21x09:2,21x10:1,22x01:1,22x02:1,22x03:5,22x04:4,22x05:1,22x06:3,22x08:1,22x09:1,23x01:1,23x02:3,23x03:2,23x04:1,23x05:1,23x06:2,23x09:3,24x02:2,25x02:1,25x03:12,25x04:4,25x06:1,26x01:1,26x02:4,26x03:1,26x05:1,26x06:1,27x02:1,27x03:1,27x04:5,27x05:5,28x01:1,28x02:4,28x04:1,28x05:1"
whole,98,44,"20x01:1,20x04:1,20x05:2,20x06:2,20x07:1,20x09:3,20x10:2,21x01:1,21x05:1,21x06:3,21x07:3,21x10:1,22x01:3,22x02:1,22x03:8,22x04:1,22x07:2,22x08:1,22x09:1,22x10:4,23x01:1,23x02:1,23x03:1,23x04:1,23x05:3,23x06:2,23x07:1,24x02:5,25x01:4,25x02:4,25x03:2,25x05:2,25x06:3,26x01:1,26x02:1,26x03:1,26x04:1,26x06:4,27x01:1,27x03:6,27x04:2,27x05:4,28x03:3,28x04:2"
family,97,40,"20x03:1,20x05:1,20x08:2,20x09:3,20x10:1,21x01:1,21x02:1,21x03:1,21x05:3,21x07:1,21x08:3,21x10:2,22x01:5,22x04:1,22x06:1,22x07:1,22x09:3,23x01:4,23x02:6,23x03:8,23x04:1,23x06:5,23x09:2,23x10:1,24x01:2,24x02:1,25x02:3,25x03:4,25x06:1,26x02:3,26x03:7,26x05:2,27x01:1,27x02:1,27x03:1,27x04:4,27x05:3,28x01:1,28x02:1,28x04:4"
always,96,48,"20x02:1,20x03:1,20x06:1,20x07:2,20x09:2,20x10:2,21x01:1,21x02:1,21x03:1,21x06:3,21x07:5,21x08:1,21x09:1,21x10:3,22x01:1,22x02:2,22x04:2,22x05:5,22x06:3,22x07:2,22x08:3,22x09:2,22x10:1,23x01:1,23x02:2,23x04:1,23x06:4,23x08:1,23x09:2,24x02:4,25x01:2,25x02:2,25x03:6,25x05:2,25x06:3,26x01:4,26x02:1,26x03:2,26x04:1,26x05:2,27x01:1,27x03:1,27x04:1,27x05:3,28x01:1,28x03:1,28x04:1,28x05:1"
anymore,96,45,"20x01:3,20x02:4,20x03:2,20x04:1,20x07:1,20x08:1,20x10:1,21x01:1,21x03:1,21x07:3,21x08:1,21x09:1,21x10:1,22x01:2,22x04:1,22x05:2,22x06:1,22x07:1,22x08:3,22x10:1,23x01:3,23x02:3,23x03:4,23x04:1,23x05:3,23x06:1,23x08:1,23x09:2,24x01:3,24x02:6,25x02:1,25x03:3,25x05:3,26x01:4,26x02:1,26x03:4,26x04:2,26x05:2,26x06:4,27x01:2,27x02:2,28x01:2,28x02:2,28x03:2,28x05:3"
lose,96,40,"20x01:1,20x03:3,20x05:4,20x06:2,20x07:4,21x01:2,21x02:3,21x05:1,21x10:1,22x02:2,22x05:1,22x06:1,22x07:3,22x08:2,22x09:1,22x10:4,23x02:2,23x04:2,23x05:3,23x06:1,23x08:2,23x09:2,23x10:1,24x01:7,24x02:2,25x01:5,25x02:1,25x03:4,25x04:2,26x03:1,26x04:4,26x05:4,27x02:1,27x03:2,27x04:4,27x05:2,28x01:1,28x02:1,28x04:4,28x05:3"
seem,96,45,"20x01:2,20x02:2,20x03:3,20x04:1,20x05:4,20x06:1,20x09:1,20x10:2,21x02:1,21x03:1,21x05:1,21x06:1,21x07:2,21x09:4,22x01:2,22x02:3,22x05:1,22x07:1,22x09:1,23x01:1,23x02:5,23x05:2,23x06:3,23x07:2,23x08:4,23x09:1,23x10:2,24x01:4,24x02:4,25x01:1,25x02:3,25x05:1,25x06:1,26x01:1,26x02:6,26x04:1,27x01:2,27x02:2,27x03:5,27x04:1,27x05:4,28x01:3,28x02:1,28x03:1,28x05:1"
idea,95,44,"20x01:1,20x03:2,20x05:10,20x07:1,20x08:1,20x09:1,21x02:1,21x04:1,21x05:4,21x06:1,21x08:1,22x02:1,22x03:1,22x05:1,22x06:1,22x07:1,22x08:1,22x09:2,22x10:2,23x01:3,23x02:4,23x03:2,23x04:2,23x08:1,23x10:2,24x01:6,24x02:3,25x01:1,25x02:5,25x03:2,25x04:1,25x05:2,25x06:3,26x01:2,26x02:1,26x04:1,27x01:1,27x02:3,27x03:3,27x04:5,27x05:4,28x01:1,28x03:1,28x05:2"
