word,artist_count,artist_pct,artists
mind,33,100.0,abba; adele; alphaville; bob_dylan; bob_marley_the_wailers; bruno_mars; carpenters; david_bowie; drake; ed_sheeran; elton_john; elvis_presley; eminem; imagine_dragons; johnny_cash; justin_bieber; katy_perry; lady_gaga; lana_del_rey; lil_nas_x; linkin_park; metallica; michael_jackson; perry_como; pharrell_williams; pink_floyd; queen; radiohead; rihanna; sia; taylor_swift; the_beatles; the_weeknd
need,33,100.0,abba; adele; alphaville; bob_dylan; bob_marley_the_wailers; bruno_mars; carpenters; david_bowie; drake; ed_sheeran; elton_john; elvis_presley; eminem; imagine_dragons; johnny_cash; justin_bieber; katy_perry; lady_gaga; lana_del_rey; lil_nas_x; linkin_park; metallica; michael_jackson; perry_como; pharrell_williams; pink_floyd; queen; radiohead; rihanna; sia; taylor_swift; the_beatles; the_weeknd
new,33,100.0,abba; adele; alphaville; bob_dylan; bob_marley_the_wailers; bruno_mars; carpenters; david_bowie; drake; ed_sheeran; elton_john; elvis_presley; eminem; imagine_dragons; johnny_cash; justin_bieber; katy_perry; lady_gaga; lana_del_rey; lil_nas_x; linkin_park; metallica; michael_jackson; perry_como; pharrell_williams; pink_floyd; queen; radiohead; rihanna; sia; taylor_swift; the_beatles; the_weeknd
night,33,100.0,abba; adele; alphaville; bob_dylan; bob_marley_the_wailers; bruno_mars; carpenters; david_bowie; drake; ed_sheeran; elton_john; elvis_presley; eminem; imagine_dragons; johnny_cash; justin_bieber; katy_perry; lady_gaga; lana_del_rey; lil_nas_x; linkin_park; metallica; michael_jackson; perry_como; pharrell_williams; pink_floyd; queen; radiohead; rihanna; sia; taylor_swift; the_beatles; the_weeknd
oh,33,100.0,abba; adele; alphaville; bob_dylan; bob_marley_the_wailers; bruno_mars; carpenters; david_bowie; drake; ed_sheeran; elton_john; elvis_presley; eminem; imagine_dragons; johnny_cash; justin_bieber; katy_perry; lady_gaga; lana_del_rey; lil_nas_x; linkin_park; metallica; michael_jackson; perry_como; pharrell_williams; pink_floyd; queen; radiohead; rihanna; sia; taylor_swift; the_beatles; the_weeknd
people,33,100.0,abba; adele; alphaville; bob_dylan; bob_marley_the_wailers; bruno_mars; carpenters; david_bowie; drake; ed_sheeran; elton_john; elvis_presley; eminem; imagine_dragons; johnny_cash; justin_bieber; katy_perry; lady_gaga; lana_del_rey; lil_nas_x; linkin_park; metallica; michael_jackson; perry_como; pharrell_williams; pink_floyd; queen; radiohead; rihanna; sia; taylor_swift; the_beatles; the_weeknd
place,33,100.0,abba; adele; alphaville; bob_dylan; bob_marley_the_wailers; bruno_mars; carpenters; david_bowie; drake; ed_sheeran; elton_john; elvis_presley; eminem; imagine_dragons; johnny_cash; justin_bieber; katy_perry; lady_gaga; lana_del_rey; lil_nas_x; linkin_park; metallica; michael_jackson; perry_como; pharrell_williams; pink_floyd; queen; radiohead; rihanna; sia; taylor_swift; the_beatles; the_weeknd
play,33,100.0,abba; adele; alphaville; bob_dylan; bob_marley_the_wailers; bruno_mars; carpenters; david_bowie; drake; ed_sheeran; elton_john; elvis_presley; eminem; imagine_dragons; johnny_cash; justin_bieber; katy_perry; lady_gaga; lana_del_rey; lil_nas_x; linkin_park; metallica; michael_jackson; perry_como; pharrell_williams; pink_floyd; queen; radiohead; rihanna; sia; taylor_swift; the_beatles; the_weeknd
remember,33,100.0,abba; adele; alphaville; bob_dylan; bob_marley_the_wailers; bruno_mars; carpenters; david_bowie; drake; ed_sheeran; elton_john; elvis_presley; eminem; imagine_dragons; johnny_cash; justin_bieber; katy_perry; lady_gaga; lana_del_rey; lil_nas_x; linkin_park; metallica; michael_jackson; perry_como; pharrell_williams; pink_floyd; queen; radiohead; rihanna; sia; taylor_swift; the_beatles; the_weeknd
right,33,100.0,abba; adele; alphaville; bob_dylan; bob_marley_the_wailers; bruno_mars; carpenters; david_bowie; drake; ed_sheeran; elton_john; elvis_presley; eminem; imagine_dragons; johnny_cash; justin_bieber; katy_perry; lady_gaga; lana_del_rey; lil_nas_x; linkin_park; metallica; michael_jackson; perry_como; pharrell_williams; pink_floyd; queen; radiohead; rihanna; sia; taylor_swift; the_beatles; the_weeknd
round,33,100.0,abba; adele; alphaville; bob_dylan; bob_marley_the_wailers; bruno_mars; carpenters; david_bowie; drake; ed_sheeran; elton_john; elvis_presley; eminem; imagine_dragons; johnny_cash; justin_bieber; katy_perry; lady_gaga; lana_del_rey; lil_nas_x; linkin_park; metallica; michael_jackson; perry_como; pharrell_williams; pink_floyd; queen; radiohead; rihanna; sia; taylor_swift; the_beatles; the_weeknd
run,33,100.0,abba; adele; alphaville; bob_dylan; bob_marley_the_wailers; bruno_mars; carpenters; david_bowie; drake; ed_sheeran; elton_john; elvis_presley; eminem; imagine_dragons; johnny_cash; justin_bieber; katy_perry; lady_gaga; lana_del_rey; lil_nas_x; linkin_park; metallica; michael_jackson; perry_como; pharrell_williams; pink_floyd; queen; radiohead; rihanna; sia; taylor_swift; the_beatles; the_weeknd
say,33,100.0,abba; adele; alphaville; bob_dylan; bob_marley_the_wailers; bruno_mars; carpenters; david_bowie; drake; ed_sheeran; elton_john; elvis_presley; eminem; imagine_dragons; johnny_cash; justin_bieber; katy_perry; lady_gaga; lana_del_rey; lil_nas_x; linkin_park; metallica; michael_jackson; perry_como; pharrell_williams; pink_floyd; queen; radiohead; rihanna; sia; taylor_swift; the_beatles; the_weeknd
see,33,100.0,abba; adele; alphaville; bob_dylan; bob_marley_the_wailers; bruno_mars; carpenters; david_bowie; drake; ed_sheeran; elton_john; elvis_presley; eminem; imagine_dragons; johnny_cash; justin_bieber; katy_perry; lady_gaga; lana_del_rey; lil_nas_x; linkin_park; metallica; michael_jackson; perry_como; pharrell_williams; pink_floyd; queen; radiohead; rihanna; sia; taylor_swift; the_beatles; the_weeknd
stand,33,100.0,abba; adele; alphaville; bob_dylan; bob_marley_the_wailers; bruno_mars; carpenters; david_bowie; drake; ed_sheeran; elton_john; elvis_presley; eminem; imagine_dragons; johnny_cash; justin_bieber; katy_perry; lady_gaga; lana_del_rey; lil_nas_x; linkin_park; metallica; michael_jackson; perry_como; pharrell_williams; pink_floyd; queen; radiohead; rihanna; sia; taylor_swift; the_beatles; the_weeknd
