word,artists,artist_count
somebody,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|billie_eilish|bob_dylan|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|michael_jackson|nirvana|oasis|pharrell_williams|pink_floyd|queen|red_hot_chili_peppers|rihanna|sam_smith|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_weeknd|twenty_one_pilots|u2|whitney_houston,52
soon,abba|adele|alphaville|arctic_monkeys|ariana_grande|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|frank_ocean|johnny_cash|kanye_west|katy_perry|kendrick_lamar|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|twenty_one_pilots|u2|whitney_houston,52
angel,abba|acdc|alphaville|ariana_grande|beyoncé|bob_dylan|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|michael_jackson|nirvana|perry_como|pharrell_williams|queen|radiohead|red_hot_chili_peppers|rihanna|sia|stevie_wonder|sting|taylor_swift|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,51
bed,abba|acdc|adele|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|eminem|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|oasis|pharrell_williams|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,51
buy,abba|acdc|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|foo_fighters|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|madonna|metallica|michael_jackson|nirvana|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,51
city,abba|acdc|adele|alphaville|arctic_monkeys|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|david_bowie|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|metallica|michael_jackson|oasis|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_rolling_stones|the_weeknd|twenty_one_pilots|u2,51
crazy,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|drake|dua_lipa|ed_sheeran|elton_john|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|michael_jackson|muse|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|stevie_wonder|sting|taylor_swift|the_rolling_stones|the_weeknd|twenty_one_pilots,51
drive,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|linkin_park|madonna|metallica|michael_jackson|nirvana|oasis|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|stevie_wonder|sting|taylor_swift|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots,51
floor,abba|acdc|adele|alphaville|arctic_monkeys|beyoncé|billie_eilish|bob_dylan|bruno_mars|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|eminem|fleetwood_mac|frank_ocean|imagine_dragons|johnny_cash|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,51
great,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|kendrick_lamar|lana_del_rey|led_zeppelin|leonard_cohen|linkin_park|madonna|metallica|muse|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_cranberries|the_weeknd|twenty_one_pilots|u2|whitney_houston,51
kill,abba|acdc|adele|alphaville|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|coldplay|david_bowie|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|simon_garfunkel|sting|taylor_swift|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2,51
lead,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|bob_dylan|bob_marley_the_wailers|carpenters|coldplay|david_bowie|depeche_mode|drake|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|led_zeppelin|leonard_cohen|linkin_park|metallica|michael_jackson|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|radiohead|red_hot_chili_peppers|rihanna|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,51
pretty,abba|acdc|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bruno_mars|coldplay|david_bowie|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|stevie_wonder|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|twenty_one_pilots|u2,51
rise,abba|acdc|adele|alphaville|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|perry_como|pharrell_williams|pink_floyd|queen|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|sting|taylor_swift|the_beatles|the_cranberries|twenty_one_pilots|u2|whitney_houston,51
set,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|oasis|perry_como|pink_floyd|queen|red_hot_chili_peppers|sam_smith|sia|stevie_wonder|sting|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,51
strong,abba|adele|alphaville|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|linkin_park|madonna|metallica|michael_jackson|muse|perry_como|pharrell_williams|pink_floyd|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_weeknd|twenty_one_pilots|u2|whitney_houston,51
water,acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|coldplay|drake|dua_lipa|ed_sheeran|elton_john|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|metallica|nirvana|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_rolling_stones|the_weeknd|twenty_one_pilots|u2,51
control,abba|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|eminem|frank_ocean|imagine_dragons|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|sting|taylor_swift|the_beatles|the_cranberries|the_weeknd|twenty_one_pilots|u2|whitney_houston,50
dead,abba|acdc|adele|alphaville|beyoncé|billie_eilish|bob_dylan|coldplay|david_bowie|depeche_mode|drake|ed_sheeran|elton_john|elvis_presley|eminem|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pink_floyd|queen|radiohead|red_hot_chili_peppers|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,50
drink,abba|acdc|adele|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|foo_fighters|frank_ocean|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|madonna|metallica|nirvana|oasis|pharrell_williams|pink_floyd|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_rolling_stones|the_weeknd|twenty_one_pilots|u2,50
drop,acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|bob_dylan|bob_marley_the_wailers|bruno_mars|coldplay|david_bowie|depeche_mode|drake|ed_sheeran|elton_john|elvis_presley|eminem|foo_fighters|frank_ocean|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|lil_nas_x|linkin_park|madonna|michael_jackson|nirvana|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|whitney_houston,50
hate,abba|adele|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|pharrell_williams|pink_floyd|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|stevie_wonder|sting|taylor_swift|the_beatles|the_rolling_stones|the_weeknd|twenty_one_pilots|u2,50
hot,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|bob_dylan|bob_marley_the_wailers|bruno_mars|david_bowie|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|madonna|metallica|michael_jackson|nirvana|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|stevie_wonder|sting|taylor_swift|the_beatles|the_rolling_stones|the_weeknd|twenty_one_pilots|whitney_houston,50
lonely,abba|acdc|adele|alphaville|ariana_grande|beyoncé|billie_eilish|bob_dylan|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|madonna|michael_jackson|nirvana|oasis|perry_como|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|the_beatles|the_cranberries|the_weeknd|whitney_houston,50
moment,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|eminem|foo_fighters|frank_ocean|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|leonard_cohen|lil_nas_x|linkin_park|michael_jackson|muse|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,50
red,acdc|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|metallica|muse|oasis|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sia|stevie_wonder|sting|taylor_swift|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,50
ride,acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|foo_fighters|frank_ocean|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|madonna|metallica|michael_jackson|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|red_hot_chili_peppers|rihanna|sam_smith|simon_garfunkel|sting|the_beatles|the_rolling_stones|the_weeknd|twenty_one_pilots|whitney_houston,50
step,acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bruno_mars|carpenters|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lana_del_rey|led_zeppelin|leonard_cohen|linkin_park|madonna|metallica|oasis|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|sting|taylor_swift|the_beatles|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,50
tired,abba|adele|alphaville|ariana_grande|beyoncé|bob_dylan|bob_marley_the_wailers|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|foo_fighters|frank_ocean|imagine_dragons|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots,50
voice,abba|acdc|adele|alphaville|arctic_monkeys|beyoncé|bob_dylan|bruno_mars|carpenters|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|linkin_park|madonna|metallica|michael_jackson|nirvana|perry_como|pharrell_williams|queen|radiohead|red_hot_chili_peppers|rihanna|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_rolling_stones|twenty_one_pilots|u2|whitney_houston,50
war,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|carpenters|coldplay|david_bowie|depeche_mode|drake|ed_sheeran|elton_john|eminem|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|linkin_park|metallica|michael_jackson|muse|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,50
win,abba|acdc|adele|alphaville|ariana_grande|beyoncé|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|muse|perry_como|pharrell_williams|queen|radiohead|red_hot_chili_peppers|rihanna|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,50
wind,abba|adele|alphaville|arctic_monkeys|beyoncé|billie_eilish|bob_dylan|carpenters|coldplay|david_bowie|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lana_del_rey|led_zeppelin|leonard_cohen|linkin_park|madonna|metallica|michael_jackson|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_rolling_stones|twenty_one_pilots|u2|whitney_houston,50
eat,abba|acdc|alphaville|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|leonard_cohen|lil_nas_x|michael_jackson|muse|nirvana|oasis|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sia|stevie_wonder|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,49
fast,acdc|alphaville|ariana_grande|beyoncé|billie_eilish|bob_dylan|bruno_mars|coldplay|david_bowie|drake|ed_sheeran|elton_john|eminem|foo_fighters|frank_ocean|imagine_dragons|justin_bieber|kanye_west|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_weeknd|twenty_one_pilots|u2|whitney_houston,49
follow,abba|adele|alphaville|beyoncé|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|kendrick_lamar|lady_gaga|led_zeppelin|leonard_cohen|linkin_park|madonna|metallica|michael_jackson|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|rihanna|sia|stevie_wonder|sting|the_beatles|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,49
land,abba|acdc|alphaville|arctic_monkeys|billie_eilish|bob_dylan|bob_marley_the_wailers|carpenters|david_bowie|depeche_mode|drake|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|johnny_cash|justin_bieber|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,49
share,abba|acdc|adele|arctic_monkeys|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|ed_sheeran|elton_john|elvis_presley|eminem|foo_fighters|frank_ocean|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|led_zeppelin|linkin_park|metallica|michael_jackson|muse|nirvana|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|u2|whitney_houston,49
slow,abba|acdc|adele|alphaville|ariana_grande|beyoncé|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|drake|dua_lipa|ed_sheeran|eminem|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|led_zeppelin|leonard_cohen|linkin_park|madonna|metallica|michael_jackson|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|taylor_swift|the_beatles|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,49
stone,acdc|adele|alphaville|arctic_monkeys|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|coldplay|david_bowie|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|metallica|michael_jackson|nirvana|pharrell_williams|pink_floyd|queen|red_hot_chili_peppers|rihanna|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,49
white,acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bruno_mars|carpenters|coldplay|david_bowie|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|oasis|perry_como|pharrell_williams|queen|radiohead|red_hot_chili_peppers|rihanna|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_rolling_stones|the_weeknd|u2,49
ya,abba|adele|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|drake|dua_lipa|ed_sheeran|elton_john|eminem|fleetwood_mac|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|michael_jackson|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|red_hot_chili_peppers|rihanna|sia|stevie_wonder|sting|taylor_swift|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|whitney_houston,49
answer,abba|alphaville|arctic_monkeys|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|linkin_park|madonna|michael_jackson|oasis|perry_como|pharrell_williams|pink_floyd|queen|red_hot_chili_peppers|rihanna|sam_smith|sia|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_weeknd|u2|whitney_houston,48
