word,artists,artist_count
face,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
fall,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
feel,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
find,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
get,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
go,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
good,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
head,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
hear,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
heart,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
know,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
leave,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
let,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
lie,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
life,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
light,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
like,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
little,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
live,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
long,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
look,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
lose,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
love,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
mind,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
need,abba|acdc|adele|alphaville|arctic_monkeys|ariana_grande|beyoncé|billie_eilish|bob_dylan|bob_marley_the_wailers|bruno_mars|carpenters|coldplay|david_bowie|depeche_mode|drake|dua_lipa|ed_sheeran|elton_john|elvis_presley|eminem|fleetwood_mac|foo_fighters|frank_ocean|imagine_dragons|johnny_cash|justin_bieber|kanye_west|katy_perry|kendrick_lamar|lady_gaga|lana_del_rey|led_zeppelin|leonard_cohen|lil_nas_x|linkin_park|madonna|metallica|michael_jackson|muse|nirvana|oasis|perry_como|pharrell_williams|pink_floyd|queen|radiohead|red_hot_chili_peppers|rihanna|sam_smith|sia|simon_garfunkel|stevie_wonder|sting|taylor_swift|the_beatles|the_cranberries|the_rolling_stones|the_weeknd|twenty_one_pilots|u2|whitney_houston,62
