word,lemma,pos,total_count,song_count,songs,avg_per_song,is_stopword,frequency_rank
mystery,mystery,NOUN,1,1,Until,1.0,False,1217
shatters,shatter,NOUN,1,1,Until,1.0,False,1218
oldest,old,ADJ,1,1,Until,1.0,False,1219
stands,stand,VERB,1,1,Until,1.0,False,1220
anyway,anyway,ADV,1,1,Roxanne (Symphonicities version),1.0,True,1221
pass,pass,VERB,1,1,Moon Over Bourbon Street,1.0,False,1222
family,family,NOUN,1,1,Moon Over Bourbon Street,1.0,False,1223
stood,stand,VERB,1,1,Moon Over Bourbon Street,1.0,False,1224
outside,outside,ADP,1,1,Moon Over Bourbon Street,1.0,False,1225
instinct,instinct,NOUN,1,1,Moon Over Bourbon Street,1.0,False,1226
gospels,gospel,NOUN,1,1,The Last Ship,1.0,False,1227
magdalene,magdalene,PROPN,1,1,The Last Ship,1.0,False,1228
respects,respect,NOUN,1,1,The Last Ship,1.0,False,1229
awhirl,awhirl,ADJ,1,1,The Last Ship,1.0,False,1230
bright,bright,ADJ,1,1,Moon Over Bourbon Street,1.0,False,1231
ago,ago,ADP,1,1,Moon Over Bourbon Street,1.0,False,1232
lamb,lamb,NOUN,1,1,Moon Over Bourbon Street,1.0,False,1233
brim,brim,NOUN,1,1,Moon Over Bourbon Street,1.0,False,1234
hat,hat,NOUN,1,1,Moon Over Bourbon Street,1.0,False,1235
hides,hides,PROPN,1,1,Moon Over Bourbon Street,1.0,False,1236
sinner,sinner,NOUN,1,1,Moon Over Bourbon Street,1.0,False,1237
orleans,orleans,PROPN,1,1,Moon Over Bourbon Street,1.0,False,1238
invented,invent,VERB,1,1,Fortress Around Your Heart,1.0,False,1239
wished,wish,VERB,1,1,Fortress Around Your Heart,1.0,False,1240
sleeping,sleep,VERB,1,1,Fortress Around Your Heart,1.0,False,1241
tattered,tattered,ADJ,1,1,Fortress Around Your Heart,1.0,False,1242
flag,flag,NOUN,1,1,Fortress Around Your Heart,1.0,False,1243
sentence,sentence,NOUN,1,1,Fortress Around Your Heart,1.0,False,1244
prepared,prepared,ADJ,1,1,Fortress Around Your Heart,1.0,False,1245
lamplight,lamplight,NOUN,1,1,Moon Over Bourbon Street,1.0,False,1246
pleure,pleure,NOUN,1,1,La Belle Dame Sans Regrets,1.0,False,1247
ris,ris,PROPN,1,1,La Belle Dame Sans Regrets,1.0,False,1248
chante,chante,PROPN,1,1,La Belle Dame Sans Regrets,1.0,False,1249
semes,seme,VERB,1,1,La Belle Dame Sans Regrets,1.0,False,1250
graines,graine,NOUN,1,1,La Belle Dame Sans Regrets,1.0,False,1251
d'une,d'une,PROPN,1,1,La Belle Dame Sans Regrets,1.0,False,1252
mauvaise,mauvaise,NOUN,1,1,La Belle Dame Sans Regrets,1.0,False,1253
chaîne,chaîne,NOUN,1,1,La Belle Dame Sans Regrets,1.0,False,1254
apart,apart,ADV,1,1,If You Love Somebody Set Them Free,1.0,False,1255
less,less,ADJ,1,1,If You Love Somebody Set Them Free,1.0,True,1256
riches,rich,NOUN,1,1,If You Love Somebody Set Them Free,1.0,False,1257
possess,possess,VERB,1,1,If You Love Somebody Set Them Free,1.0,False,1258
bottle,bottle,NOUN,1,1,Until,1.0,False,1259
smart,smart,ADJ,1,1,Until,1.0,False,1260
aristotle,aristotle,PROPN,1,1,Until,1.0,False,1261
understood,understand,VERB,1,1,Until,1.0,False,1262
alors,alor,VERB,1,1,La Belle Dame Sans Regrets,1.0,False,1263
northern,northern,ADJ,1,1,All This Time,1.0,False,1264
congregations,congregation,NOUN,1,1,All This Time,1.0,False,1265
whipping,whipping,NOUN,1,1,If You Love Somebody Set Them Free,1.0,False,1266
prisoner,prisoner,NOUN,1,1,If You Love Somebody Set Them Free,1.0,False,1267
gilded,gild,VERB,1,1,If You Love Somebody Set Them Free,1.0,False,1268
cage,cage,NOUN,1,1,If You Love Somebody Set Them Free,1.0,False,1269
independent,independent,ADJ,1,1,If You Love Somebody Set Them Free,1.0,False,1270
played,play,VERB,1,1,Fortress Around Your Heart,1.0,False,1271
crains,crain,NOUN,1,1,La Belle Dame Sans Regrets,1.0,False,1272
sots,sot,NOUN,1,1,La Belle Dame Sans Regrets,1.0,False,1273
cherche,cherche,NOUN,1,1,La Belle Dame Sans Regrets,1.0,False,1274
mots,mots,X,1,1,La Belle Dame Sans Regrets,1.0,False,1275
pour,pour,PROPN,1,1,La Belle Dame Sans Regrets,1.0,False,1276
m'expliquer,m'expliquer,PROPN,1,1,La Belle Dame Sans Regrets,1.0,False,1277
vie,vie,PROPN,1,1,La Belle Dame Sans Regrets,1.0,False,1278
prayed,pray,VERB,1,1,All This Time,1.0,False,1279
crumbles,crumble,VERB,1,1,All This Time,1.0,False,1280
workmen,workman,NOUN,1,1,All This Time,1.0,False,1281
watches,watch,VERB,1,1,When We Dance,1.0,False,1282
counts,count,VERB,1,1,When We Dance,1.0,False,1283
golden,golden,ADJ,1,1,When We Dance,1.0,False,1284
owns,own,VERB,1,1,When We Dance,1.0,False,1285
bird,bird,NOUN,1,1,When We Dance,1.0,False,1286
exists,exist,VERB,1,1,All This Time,1.0,False,1287
teachers,teacher,NOUN,1,1,All This Time,1.0,False,1288
romans,romans,PROPN,1,1,All This Time,1.0,False,1289
wall,wall,NOUN,1,1,All This Time,1.0,False,1290
temple,temple,NOUN,1,1,All This Time,1.0,False,1291
edge,edge,NOUN,1,1,All This Time,1.0,False,1292
garrison,garrison,NOUN,1,1,All This Time,1.0,False,1293
died,die,VERB,1,1,All This Time,1.0,False,1294
sourds,sourd,VERB,1,1,La Belle Dame Sans Regrets,1.0,False,1295
shame,shame,NOUN,1,1,When We Dance,1.0,False,1296
fat,fat,ADJ,1,1,All This Time,1.0,False,1297
needle,needle,NOUN,1,1,All This Time,1.0,False,1298
spoken,speak,VERB,1,1,All This Time,1.0,False,1299
worth,worth,ADJ,1,1,All This Time,1.0,False,1300
having,have,VERB,1,1,All This Time,1.0,False,1301
jesus,jesus,PROPN,1,1,All This Time,1.0,False,1302
blé,blé,PROPN,1,1,La Belle Dame Sans Regrets,1.0,False,1303
s'envole,s'envole,PROPN,1,1,La Belle Dame Sans Regrets,1.0,False,1304
ras,ras,X,1,1,La Belle Dame Sans Regrets,1.0,False,1305
le,le,X,1,1,La Belle Dame Sans Regrets,1.0,False,1306
bol,bol,NOUN,1,1,La Belle Dame Sans Regrets,1.0,False,1307
j'attends,j'attends,PROPN,1,1,La Belle Dame Sans Regrets,1.0,False,1308
toujours,toujour,NOUN,1,1,La Belle Dame Sans Regrets,1.0,False,1309
cris,cris,NOUN,1,1,La Belle Dame Sans Regrets,1.0,False,1310
flapping,flap,VERB,1,1,All This Time,1.0,False,1311
priestly,priestly,ADV,1,1,All This Time,1.0,False,1312
crows,crow,NOUN,1,1,All This Time,1.0,False,1313
inherit,inherit,VERB,1,1,All This Time,1.0,False,1314
conquer,conquer,VERB,1,1,A Thousand Years,1.0,False,1315
win,win,VERB,1,1,A Thousand Years,1.0,False,1316
slip,slip,VERB,1,1,A Thousand Years,1.0,False,1317
cannon,cannon,NOUN,1,1,A Thousand Years,1.0,False,1318
offer,offer,VERB,1,1,All This Time,1.0,False,1319
prayers,prayer,NOUN,1,1,All This Time,1.0,False,1320
serve,serve,VERB,1,1,All This Time,1.0,False,1321
rite,rite,ADJ,1,1,All This Time,1.0,False,1322
teach,teach,VERB,1,1,All This Time,1.0,False,1323
which,which,DET,1,1,All This Time,1.0,True,1324
blows,blow,VERB,1,1,All This Time,1.0,False,1325
fussing,fuss,VERB,1,1,All This Time,1.0,False,1326
hellfire,hellfire,NOUN,1,1,When We Dance,1.0,False,1327
saying,say,VERB,1,1,When We Dance,1.0,False,1328
mistreat,mistreat,VERB,1,1,When We Dance,1.0,False,1329
bond,bond,NOUN,1,1,Every Breath You Take,1.0,False,1330
aches,ache,VERB,1,1,Every Breath You Take,1.0,False,1331
embrace,embrace,NOUN,1,1,Every Breath You Take,1.0,False,1332
ferry,ferry,NOUN,1,1,All This Time,1.0,False,1333
october,october,PROPN,1,1,All This Time,1.0,False,1334
sings,sing,VERB,1,1,When We Dance,1.0,False,1335
salvation,salvation,NOUN,1,1,When We Dance,1.0,False,1336
wheels,wheel,NOUN,1,1,When We Dance,1.0,False,1337
passion,passion,NOUN,1,1,When We Dance,1.0,False,1338
shout,shout,VERB,1,1,When We Dance,1.0,False,1339
gate,gate,NOUN,1,1,When We Dance,1.0,False,1340
machineries,machinery,NOUN,1,1,When We Dance,1.0,False,1341
cathedrals,cathedral,NOUN,1,1,When We Dance,1.0,False,1342
rights,right,NOUN,1,1,A Thousand Years,1.0,False,1343
wrongs,wrong,NOUN,1,1,A Thousand Years,1.0,False,1344
singular,singular,ADJ,1,1,A Thousand Years,1.0,False,1345
touch,touch,NOUN,1,1,A Thousand Years,1.0,False,1346
grace,grace,NOUN,1,1,A Thousand Years,1.0,False,1347
following,follow,VERB,1,1,A Thousand Years,1.0,False,1348
haunted,haunted,ADJ,1,1,A Thousand Years,1.0,False,1349
countries,country,NOUN,1,1,Children’s Crusade,1.0,False,1350
stairway,stairway,NOUN,1,1,A Thousand Years,1.0,False,1351
climbs,climb,NOUN,1,1,A Thousand Years,1.0,False,1352
tower,tower,NOUN,1,1,A Thousand Years,1.0,False,1353
wars,war,NOUN,1,1,A Thousand Years,1.0,False,1354
floors,floor,NOUN,1,1,A Thousand Years,1.0,False,1355
breaths,breath,NOUN,1,1,A Thousand Years,1.0,False,1356
suns,sun,NOUN,1,1,A Thousand Years,1.0,False,1357
uncertainty,uncertainty,NOUN,1,1,A Thousand Years,1.0,False,1358
white,white,ADJ,1,1,I Can’t Stop Thinking About You,1.0,False,1359
below,below,ADP,1,1,I Can’t Stop Thinking About You,1.0,True,1360
chasing,chase,VERB,1,1,I Can’t Stop Thinking About You,1.0,False,1361
posts,post,NOUN,1,1,I Can’t Stop Thinking About You,1.0,False,1362
scour,scour,VERB,1,1,I Can’t Stop Thinking About You,1.0,False,1363
incomplete,incomplete,ADJ,1,1,I Can’t Stop Thinking About You,1.0,False,1364
somewhere,somewhere,ADV,1,1,I Can’t Stop Thinking About You,1.0,True,1365
marching,marching,PROPN,1,1,Children’s Crusade,1.0,False,1366
destroyed,destroy,VERB,1,1,A Thousand Years,1.0,False,1367
reborn,reborn,PROPN,1,1,A Thousand Years,1.0,False,1368
fortune,fortune,PROPN,1,1,A Thousand Years,1.0,False,1369
child,child,NOUN,1,1,A Thousand Years,1.0,False,1370
crimes,crime,NOUN,1,1,A Thousand Years,1.0,False,1371
pilgrim,pilgrim,NOUN,1,1,A Thousand Years,1.0,False,1372
thief,thief,NOUN,1,1,A Thousand Years,1.0,False,1373
eternities,eternities,PROPN,1,1,A Thousand Years,1.0,False,1374
colours,colour,NOUN,1,1,Why Should I Cry for You?,1.0,False,1375
bleed,bleed,VERB,1,1,Why Should I Cry for You?,1.0,False,1376
drifting,drift,VERB,1,1,Why Should I Cry for You?,1.0,False,1377
godless,godless,ADJ,1,1,Why Should I Cry for You?,1.0,False,1378
mountains,mountains,PROPN,1,1,Why Should I Cry for You?,1.0,False,1379
senses,sens,NOUN,1,1,Love Is the Seventh Wave,1.0,False,1380
survey,survey,VERB,1,1,Love Is the Seventh Wave,1.0,False,1381
nations,nation,NOUN,1,1,Love Is the Seventh Wave,1.0,False,1382
dog,dog,NOUN,1,1,Why Should I Cry for You?,1.0,False,1383
reefs,reef,NOUN,1,1,Why Should I Cry for You?,1.0,False,1384
moonshine,moonshine,NOUN,1,1,Why Should I Cry for You?,1.0,False,1385
northwest,northwest,NOUN,1,1,Why Should I Cry for You?,1.0,False,1386
faroe,faroe,PROPN,1,1,Why Should I Cry for You?,1.0,False,1387
arctic,arctic,PROPN,1,1,Why Should I Cry for You?,1.0,False,1388
hauling,hauling,PROPN,1,1,Why Should I Cry for You?,1.0,False,1389
ropes,rope,NOUN,1,1,Why Should I Cry for You?,1.0,False,1390
corpulent,corpulent,ADJ,1,1,Children’s Crusade,1.0,False,1391
generals,general,NOUN,1,1,Children’s Crusade,1.0,False,1392
safe,safe,ADJ,1,1,Children’s Crusade,1.0,False,1393
lines,line,NOUN,1,1,Children’s Crusade,1.0,False,1394
soho,soho,PROPN,1,1,Children’s Crusade,1.0,False,1395
fixing,fixing,NOUN,1,1,Children’s Crusade,1.0,False,1396
doorways,doorway,NOUN,1,1,Children’s Crusade,1.0,False,1397
opium,opium,NOUN,1,1,Children’s Crusade,1.0,False,1398
virgins,virgins,PROPN,1,1,Children’s Crusade,1.0,False,1399
rifles,rifle,NOUN,1,1,Children’s Crusade,1.0,False,1400
charades,charade,NOUN,1,1,Children’s Crusade,1.0,False,1401
pawns,pawns,PROPN,1,1,Children’s Crusade,1.0,False,1402
victims,victim,NOUN,1,1,Children’s Crusade,1.0,False,1403
strewn,strewn,PROPN,1,1,Children’s Crusade,1.0,False,1404
belgium,belgium,PROPN,1,1,Children’s Crusade,1.0,False,1405
france,france,PROPN,1,1,Children’s Crusade,1.0,False,1406
frontiers,frontier,NOUN,1,1,Love Is the Seventh Wave,1.0,False,1407
bloodshed,bloodshed,NOUN,1,1,Love Is the Seventh Wave,1.0,False,1408
anger,anger,NOUN,1,1,Love Is the Seventh Wave,1.0,False,1409
greed,greed,NOUN,1,1,Love Is the Seventh Wave,1.0,False,1410
missiles,missile,NOUN,1,1,Love Is the Seventh Wave,1.0,False,1411
symbols,symbol,NOUN,1,1,Love Is the Seventh Wave,1.0,False,1412
destruction,destruction,NOUN,1,1,Love Is the Seventh Wave,1.0,False,1413
center,center,NOUN,1,1,Love Is the Seventh Wave,1.0,False,1414
question,question,NOUN,1,1,Brand New Day,1.0,False,1415
suggestion,suggestion,NOUN,1,1,Brand New Day,1.0,False,1416
instead,instead,ADV,1,1,Brand New Day,1.0,False,1417
stair,stair,NOUN,1,1,Brand New Day,1.0,False,1418
handle,handle,NOUN,1,1,Brand New Day,1.0,False,1419
doors,door,NOUN,1,1,A Thousand Years,1.0,False,1420
eternity,eternity,NOUN,1,1,A Thousand Years,1.0,False,1421
borders,border,NOUN,1,1,Love Is the Seventh Wave,1.0,False,1422
magnet,magnet,NOUN,1,1,Brand New Day,1.0,False,1423
pole,pole,NOUN,1,1,Brand New Day,1.0,False,1424
devil,devil,NOUN,1,1,Brand New Day,1.0,False,1425
pupil,pupil,NOUN,1,1,Brand New Day,1.0,False,1426
teacher,teacher,NOUN,1,1,Brand New Day,1.0,False,1427
preacher,preacher,NOUN,1,1,Brand New Day,1.0,False,1428
rotation,rotation,NOUN,1,1,Brand New Day,1.0,False,1429
equation,equation,NOUN,1,1,Brand New Day,1.0,False,1430
falls,fall,VERB,1,1,Love Is the Seventh Wave,1.0,False,1431
tugging,tugging,PROPN,1,1,Love Is the Seventh Wave,1.0,False,1432
glove,glove,NOUN,1,1,Brand New Day,1.0,False,1433
flagpole,flagpole,NOUN,1,1,Brand New Day,1.0,False,1434
present,present,ADJ,1,1,Brand New Day,1.0,False,1435
future,future,NOUN,1,1,Brand New Day,1.0,False,1436
wound,wound,NOUN,1,1,Brand New Day,1.0,False,1437
suture,suture,NOUN,1,1,Brand New Day,1.0,False,1438
rhythm,rhythm,NOUN,1,1,Brand New Day,1.0,False,1439
tune,tune,NOUN,1,1,Brand New Day,1.0,False,1440
bat,bat,NOUN,1,1,Brand New Day,1.0,False,1441
cave,cave,NOUN,1,1,Brand New Day,1.0,False,1442
beach,beach,NOUN,1,1,Brand New Day,1.0,False,1443
plow,plow,NOUN,1,1,Brand New Day,1.0,False,1444
remеmber,remеmber,VERB,1,1,Rushing Water,1.0,False,1445
jonah,jonah,PROPN,1,1,Rushing Water,1.0,False,1446
simply,simply,ADV,1,1,Brand New Day,1.0,False,1447
immunity,immunity,NOUN,1,1,Brand New Day,1.0,False,1448
guarantee,guarantee,NOUN,1,1,Brand New Day,1.0,False,1449
mac,mac,PROPN,1,1,Brand New Day,1.0,False,1450
begging,beg,VERB,1,1,Brand New Day,1.0,False,1451
buddy,buddy,NOUN,1,1,Brand New Day,1.0,False,1452
fuddy,fuddy,ADJ,1,1,Brand New Day,1.0,False,1453
duddy,duddy,ADJ,1,1,Brand New Day,1.0,False,1454
towards,towards,ADP,1,1,Rushing Water,1.0,True,1455
wondering,wonder,VERB,1,1,Rushing Water,1.0,False,1456
atmospheres,atmosphere,NOUN,1,1,Rushing Water,1.0,False,1457
metric,metric,ADJ,1,1,Rushing Water,1.0,False,1458
tonnes,tonne,NOUN,1,1,Rushing Water,1.0,False,1459
wonder,wonder,VERB,1,1,Brand New Day,1.0,False,1460
missed,miss,VERB,1,1,Brand New Day,1.0,False,1461
happen,happen,VERB,1,1,Brand New Day,1.0,False,1462
fury,fury,NOUN,1,1,Love Is the Seventh Wave,1.0,False,1463
devils,devil,NOUN,1,1,Love Is the Seventh Wave,1.0,False,1464
bake,bake,VERB,1,1,Love Is the Seventh Wave,1.0,False,1465
leg,leg,NOUN,1,1,Love Is the Seventh Wave,1.0,False,1466
wakes,wake,VERB,1,1,Rushing Water,1.0,False,1467
slumber,slumber,NOUN,1,1,Rushing Water,1.0,False,1468
