word,lemma,pos,total_count,song_count,songs,avg_per_song,is_stopword,frequency_rank
kokomo,kokomo,PROPN,1,1,The greatest,1.0,False,1612
warns,warn,VERB,1,1,The greatest,1.0,False,1613
del,del,PROPN,1,1,Born to Die,1.0,False,1614
shady,shady,ADJ,1,1,Salvatore,1.0,False,1615
beatboxing,beatboxing,PROPN,1,1,Salvatore,1.0,False,1616
rapping,rap,VERB,1,1,Salvatore,1.0,False,1617
boss,boss,NOUN,1,1,Salvatore,1.0,False,1618
creams,cream,VERB,1,1,Salvatore,1.0,False,1619
adore,adore,VERB,1,1,Salvatore,1.0,False,1620
doubt,doubt,VERB,1,1,Salvatore,1.0,False,1621
medellín,medellín,PROPN,1,1,Salvatore,1.0,False,1622
loathing,loathe,VERB,1,1,Norman fucking Rockwell,1.0,False,1623
resident,resident,NOUN,1,1,Norman fucking Rockwell,1.0,False,1624
grandma,grandma,PROPN,1,1,Fingertips,1.0,False,1625
grandpa,grandpa,PROPN,1,1,Fingertips,1.0,False,1626
dave,dave,PROPN,1,1,Fingertips,1.0,False,1627
hung,hang,VERB,1,1,Fingertips,1.0,False,1628
himself,himself,PRON,1,1,Fingertips,1.0,True,1629
park,park,PROPN,1,1,Fingertips,1.0,False,1630
twists,twist,VERB,1,1,Fingertips,1.0,False,1631
neurons,neuron,NOUN,1,1,Fingertips,1.0,False,1632
irony,irony,NOUN,1,1,Fingertips,1.0,False,1633
tragedy,tragedy,NOUN,1,1,Fingertips,1.0,False,1634
greek,greek,ADJ,1,1,Fingertips,1.0,False,1635
mausoleum,mausoleum,NOUN,1,1,Fingertips,1.0,False,1636
foot,foot,NOUN,1,1,Norman fucking Rockwell,1.0,False,1637
self,self,NOUN,1,1,Norman fucking Rockwell,1.0,False,1638
minute,minute,NOUN,1,1,Fingertips,1.0,False,1639
mark,mark,NOUN,1,1,Fingertips,1.0,False,1640
extinction,extinction,NOUN,1,1,Fingertips,1.0,False,1641
telomeres,telomere,NOUN,1,1,Fingertips,1.0,False,1642
brother,brother,PROPN,1,1,Fingertips,1.0,False,1643
charlie,charlie,PROPN,1,1,Fingertips,1.0,False,1644
smoking,smoke,VERB,1,1,Fingertips,1.0,False,1645
cocktail,cocktail,NOUN,1,1,Fingertips,1.0,False,1646
blond,blond,ADJ,1,1,The greatest,1.0,False,1647
mars,mars,PROPN,1,1,The greatest,1.0,False,1648
tracing,trace,VERB,1,1,Fingertips,1.0,False,1649
plastic,plastic,ADJ,1,1,Fingertips,1.0,False,1650
bags,bag,NOUN,1,1,Fingertips,1.0,False,1651
extrapolate,extrapolate,VERB,1,1,Fingertips,1.0,False,1652
intention,intention,NOUN,1,1,Fingertips,1.0,False,1653
attention,attention,NOUN,1,1,Fingertips,1.0,False,1654
half,half,NOUN,1,1,Norman fucking Rockwell,1.0,False,1655
blame,blame,VERB,1,1,Norman fucking Rockwell,1.0,False,1656
news,news,NOUN,1,1,Norman fucking Rockwell,1.0,False,1657
mood,mood,NOUN,1,1,Norman fucking Rockwell,1.0,False,1658
act,act,VERB,1,1,Norman fucking Rockwell,1.0,False,1659
sundress,sundress,NOUN,1,1,Video Games,1.0,False,1660
undressed,undressed,ADJ,1,1,Video Games,1.0,False,1661
bestest,best,ADJ,1,1,Video Games,1.0,False,1662
drinks,drink,NOUN,1,1,Fingertips,1.0,False,1663
send,send,VERB,1,1,Fingertips,1.0,False,1664
exotic,exotic,ADJ,1,1,Fingertips,1.0,False,1665
crash,crash,VERB,1,1,Fingertips,1.0,False,1666
darts,dart,NOUN,1,1,Video Games,1.0,False,1667
seeing,see,VERB,1,1,Video Games,1.0,False,1668
watchin,watchin,PROPN,1,1,Video Games,1.0,False,1669
