word,total_count,episode_count,episodes
man,476,60,"1x01:11,1x02:17,1x03:11,1x04:14,1x05:12,1x06:16,1x07:13,2x01:10,2x02:12,2x03:14,2x04:7,2x05:7,2x06:17,2x07:18,2x08:14,2x09:9,2x10:5,2x11:12,2x12:4,2x13:5,3x01:1,3x02:4,3x03:15,3x04:6,3x05:14,3x06:8,3x07:4,3x08:11,3x09:9,3x10:8,3x11:8,3x12:6,3x13:3,4x01:3,4x03:6,4x04:6,4x05:2,4x06:4,4x07:4,4x08:7,4x09:6,4x11:8,4x12:5,4x13:7,5x01:2,5x02:9,5x03:7,5x04:4,5x05:15,5x06:6,5x07:4,5x08:4,5x09:4,5x10:3,5x11:9,5x12:2,5x13:11,5x14:4,5x15:2,5x16:7"
time,446,61,"1x01:7,1x02:2,1x03:8,1x04:10,1x05:7,1x06:9,1x07:10,2x01:8,2x02:8,2x03:5,2x04:6,2x05:7,2x06:7,2x07:11,2x08:11,2x09:8,2x10:7,2x11:12,2x12:5,2x13:5,3x01:9,3x02:10,3x03:3,3x04:10,3x05:5,3x06:6,3x07:7,3x08:6,3x09:12,3x10:5,3x11:12,3x12:8,3x13:9,4x01:4,4x03:7,4x04:4,4x05:3,4x06:3,4x07:6,4x08:9,4x09:9,4x10:4,4x11:6,4x12:9,4x13:6,5x01:11,5x02:7,5x03:8,5x04:8,5x05:10,5x06:11,5x07:14,5x08:5,5x09:4,5x10:3,5x11:11,5x12:6,5x13:7,5x14:4,5x15:9,5x16:3"
guy,439,58,"1x01:3,1x02:3,1x04:5,1x05:8,1x06:10,1x07:4,2x01:11,2x02:5,2x03:6,2x04:3,2x05:8,2x06:3,2x07:6,2x08:21,2x09:2,2x10:6,2x11:13,2x12:9,2x13:4,3x01:2,3x02:9,3x03:2,3x04:24,3x05:6,3x06:3,3x08:10,3x10:2,3x11:9,3x12:10,3x13:6,4x01:3,4x03:5,4x04:15,4x05:15,4x06:4,4x07:18,4x08:10,4x09:9,4x10:1,4x11:7,4x12:4,4x13:11,5x01:4,5x02:8,5x03:12,5x04:9,5x05:13,5x06:14,5x07:6,5x08:7,5x09:5,5x10:5,5x11:14,5x12:11,5x13:7,5x14:3,5x15:5,5x16:1"
let,432,61,"1x01:9,1x02:7,1x03:12,1x04:4,1x05:7,1x06:5,1x07:3,2x01:7,2x02:5,2x03:6,2x04:10,2x05:4,2x06:7,2x07:10,2x08:9,2x09:4,2x10:5,2x11:11,2x12:11,2x13:6,3x01:7,3x02:6,3x03:3,3x04:11,3x05:10,3x06:4,3x07:2,3x08:11,3x09:6,3x10:5,3x11:4,3x12:5,3x13:10,4x01:9,4x03:8,4x04:17,4x05:2,4x06:10,4x07:10,4x08:5,4x09:6,4x10:4,4x11:7,4x12:4,4x13:6,5x01:11,5x02:5,5x03:5,5x04:4,5x05:9,5x06:6,5x07:4,5x08:5,5x09:5,5x10:14,5x11:7,5x12:9,5x13:12,5x14:12,5x15:6,5x16:4"
back,420,61,"1x01:4,1x02:4,1x03:5,1x04:6,1x05:4,1x06:4,1x07:9,2x01:6,2x02:2,2x03:3,2x04:3,2x05:6,2x06:11,2x07:6,2x08:8,2x09:7,2x10:5,2x11:8,2x12:9,2x13:7,3x01:5,3x02:8,3x03:17,3x04:11,3x05:7,3x06:3,3x07:5,3x08:6,3x09:10,3x10:3,3x11:6,3x12:13,3x13:4,4x01:3,4x03:8,4x04:6,4x05:13,4x06:6,4x07:8,4x08:5,4x09:4,4x10:6,4x11:6,4x12:6,4x13:6,5x01:4,5x02:5,5x03:10,5x04:13,5x05:5,5x06:7,5x07:4,5x08:7,5x09:17,5x10:16,5x11:10,5x12:1,5x13:12,5x14:6,5x15:5,5x16:6"
really,420,59,"1x01:11,1x02:3,1x03:6,1x04:4,1x05:16,1x06:9,1x07:7,2x01:7,2x02:7,2x03:10,2x04:8,2x05:6,2x06:13,2x07:15,2x08:5,2x09:12,2x10:11,2x11:2,2x12:12,2x13:1,3x01:13,3x02:1,3x03:9,3x04:9,3x05:8,3x06:2,3x08:11,3x09:9,3x10:5,3x11:7,3x12:6,3x13:2,4x01:10,4x03:9,4x04:13,4x05:11,4x06:6,4x07:4,4x08:8,4x09:11,4x10:10,4x11:3,4x12:2,5x01:4,5x02:3,5x03:6,5x04:9,5x05:4,5x06:9,5x07:8,5x08:4,5x09:4,5x10:2,5x11:9,5x12:7,5x13:5,5x14:3,5x15:3,5x16:6"
call,417,60,"1x01:1,1x02:8,1x03:7,1x04:7,1x05:4,1x06:6,1x07:3,2x01:8,2x02:8,2x03:5,2x04:10,2x05:6,2x06:9,2x07:9,2x08:10,2x09:6,2x10:2,2x11:9,2x12:7,2x13:14,3x01:4,3x02:6,3x03:13,3x04:7,3x05:3,3x06:8,3x07:9,3x08:4,3x09:12,3x11:3,3x12:6,3x13:6,4x01:8,4x03:10,4x04:2,4x05:1,4x06:2,4x07:7,4x08:8,4x09:4,4x10:8,4x11:13,4x12:16,4x13:9,5x01:5,5x02:4,5x03:5,5x04:2,5x05:7,5x06:3,5x07:2,5x08:1,5x09:7,5x10:6,5x11:9,5x12:6,5x13:26,5x14:8,5x15:5,5x16:13"
could,408,61,"1x01:4,1x02:5,1x03:3,1x04:16,1x05:9,1x06:4,1x07:9,2x01:4,2x02:5,2x03:8,2x04:3,2x05:6,2x06:5,2x07:7,2x08:7,2x09:5,2x10:5,2x11:4,2x12:3,2x13:5,3x01:9,3x02:8,3x03:2,3x04:11,3x05:12,3x06:7,3x07:4,3x08:15,3x09:11,3x10:9,3x11:5,3x12:7,3x13:11,4x01:3,4x03:9,4x04:11,4x05:5,4x06:2,4x07:8,4x08:2,4x09:13,4x10:5,4x11:3,4x12:8,4x13:6,5x01:4,5x02:7,5x03:5,5x04:7,5x05:4,5x06:13,5x07:9,5x08:6,5x09:6,5x10:5,5x11:5,5x12:8,5x13:5,5x14:8,5x15:4,5x16:9"
give,380,61,"1x01:2,1x02:4,1x03:5,1x04:10,1x05:5,1x06:3,1x07:7,2x01:3,2x02:2,2x03:11,2x04:5,2x05:4,2x06:5,2x07:6,2x08:7,2x09:3,2x10:3,2x11:3,2x12:10,2x13:7,3x01:2,3x02:2,3x03:4,3x04:3,3x05:7,3x06:3,3x07:8,3x08:4,3x09:11,3x10:4,3x11:6,3x12:3,3x13:9,4x01:2,4x03:3,4x04:3,4x05:4,4x06:5,4x07:10,4x08:8,4x09:12,4x10:3,4x11:10,4x12:5,4x13:6,5x01:3,5x02:6,5x03:3,5x04:11,5x05:18,5x06:2,5x07:10,5x08:6,5x09:5,5x10:20,5x11:14,5x12:1,5x13:11,5x14:4,5x15:13,5x16:11"
way,363,61,"1x01:5,1x02:4,1x03:4,1x04:9,1x05:9,1x06:7,1x07:6,2x01:6,2x02:5,2x03:7,2x04:7,2x05:11,2x06:8,2x07:5,2x08:7,2x09:6,2x10:2,2x11:7,2x12:4,2x13:5,3x01:8,3x02:3,3x03:5,3x04:5,3x05:7,3x06:6,3x07:2,3x08:6,3x09:7,3x10:5,3x11:4,3x12:8,3x13:6,4x01:2,4x03:5,4x04:4,4x05:1,4x06:3,4x07:3,4x08:1,4x09:7,4x10:9,4x11:10,4x12:8,4x13:6,5x01:8,5x02:4,5x03:7,5x04:8,5x05:8,5x06:9,5x07:5,5x08:11,5x09:6,5x10:6,5x11:7,5x12:10,5x13:6,5x14:5,5x15:5,5x16:3"
something,352,60,"1x01:5,1x02:7,1x03:9,1x04:8,1x05:4,1x06:5,1x07:6,2x01:6,2x02:11,2x03:5,2x04:8,2x05:6,2x06:4,2x07:4,2x08:7,2x09:15,2x10:2,2x11:4,2x12:4,2x13:3,3x01:4,3x02:7,3x03:11,3x04:6,3x05:7,3x06:6,3x07:5,3x08:4,3x09:8,3x10:5,3x11:14,3x12:2,3x13:7,4x01:1,4x03:7,4x04:11,4x05:7,4x06:6,4x07:9,4x08:4,4x09:6,4x10:3,4x11:2,4x12:3,4x13:8,5x01:6,5x02:2,5x03:9,5x04:4,5x05:8,5x06:6,5x07:7,5x08:6,5x09:3,5x10:3,5x11:7,5x12:6,5x13:4,5x15:4,5x16:1"
work,352,61,"1x01:8,1x02:4,1x03:8,1x04:7,1x05:8,1x06:4,1x07:5,2x01:8,2x02:3,2x03:5,2x04:2,2x05:2,2x06:7,2x07:11,2x08:9,2x09:2,2x10:4,2x11:4,2x12:9,2x13:4,3x01:4,3x02:4,3x03:7,3x04:8,3x05:9,3x06:3,3x07:5,3x08:5,3x09:6,3x10:5,3x11:9,3x12:8,3x13:5,4x01:8,4x03:10,4x04:4,4x05:8,4x06:9,4x07:6,4x08:3,4x09:7,4x10:3,4x11:3,4x12:5,4x13:2,5x01:9,5x02:5,5x03:5,5x04:10,5x05:5,5x06:8,5x07:6,5x08:5,5x09:5,5x10:5,5x11:7,5x12:6,5x13:2,5x14:6,5x15:7,5x16:1"
okay,327,56,"1x01:2,1x02:7,1x03:3,1x04:3,1x05:6,1x06:8,1x07:6,2x03:8,2x04:10,2x05:5,2x06:4,2x07:4,2x08:3,2x09:11,2x10:4,2x11:1,2x12:4,2x13:5,3x01:7,3x02:8,3x03:6,3x04:6,3x05:3,3x06:3,3x07:3,3x08:5,3x09:6,3x10:4,3x11:7,3x12:5,4x01:4,4x03:11,4x04:11,4x05:1,4x06:6,4x07:1,4x08:6,4x09:4,4x10:9,4x11:2,4x12:6,4x13:4,5x01:2,5x02:4,5x03:8,5x04:13,5x06:7,5x07:1,5x09:12,5x10:17,5x11:5,5x12:14,5x13:10,5x14:7,5x15:3,5x16:2"
maybe,322,61,"1x01:8,1x02:3,1x03:6,1x04:12,1x05:4,1x06:5,1x07:4,2x01:6,2x02:2,2x03:2,2x04:4,2x05:4,2x06:2,2x07:4,2x08:6,2x09:3,2x10:3,2x11:4,2x12:3,2x13:5,3x01:5,3x02:4,3x03:4,3x04:4,3x05:2,3x06:1,3x07:7,3x08:6,3x09:5,3x10:7,3x11:4,3x12:6,3x13:7,4x01:3,4x03:1,4x04:6,4x05:7,4x06:9,4x07:14,4x08:5,4x09:11,4x10:3,4x11:3,4x12:2,4x13:7,5x01:4,5x02:7,5x03:9,5x04:11,5x05:6,5x06:1,5x07:3,5x08:7,5x09:4,5x10:10,5x11:11,5x12:4,5x13:5,5x14:7,5x15:6,5x16:4"
money,310,57,"1x01:7,1x03:2,1x04:5,1x05:4,1x06:5,1x07:5,2x01:1,2x02:4,2x03:3,2x04:7,2x05:2,2x06:9,2x07:5,2x08:8,2x09:3,2x11:1,2x12:14,2x13:8,3x01:4,3x02:4,3x03:4,3x04:2,3x05:12,3x06:1,3x07:1,3x09:18,3x10:2,3x11:9,3x12:4,3x13:4,4x01:2,4x03:4,4x04:6,4x05:2,4x06:2,4x07:5,4x08:2,4x09:1,4x10:2,4x11:11,4x12:1,5x01:8,5x02:10,5x03:3,5x04:3,5x05:3,5x06:7,5x07:12,5x08:5,5x09:7,5x10:9,5x11:8,5x12:1,5x13:12,5x14:4,5x15:10,5x16:12"
keep,275,60,"1x01:5,1x02:1,1x03:2,1x04:2,1x05:4,1x06:5,1x07:3,2x01:5,2x02:3,2x03:1,2x05:8,2x06:8,2x07:4,2x08:6,2x09:2,2x10:2,2x11:3,2x12:4,2x13:3,3x01:4,3x02:4,3x03:4,3x04:4,3x05:2,3x06:3,3x07:1,3x08:4,3x09:4,3x10:6,3x11:5,3x12:7,3x13:9,4x01:4,4x03:2,4x04:4,4x05:4,4x06:6,4x07:4,4x08:6,4x09:4,4x10:5,4x11:4,4x12:7,4x13:4,5x01:5,5x02:9,5x03:9,5x04:8,5x05:10,5x06:10,5x07:4,5x08:5,5x09:2,5x10:3,5x11:9,5x12:4,5x13:3,5x14:3,5x15:4,5x16:5"
little,274,58,"1x01:6,1x03:4,1x04:6,1x05:4,1x06:8,1x07:3,2x01:3,2x02:6,2x03:5,2x04:1,2x05:3,2x06:8,2x07:5,2x08:3,2x09:7,2x10:4,2x11:8,2x12:10,2x13:4,3x01:6,3x02:7,3x03:1,3x04:3,3x05:2,3x06:7,3x09:4,3x10:3,3x11:3,3x12:5,3x13:5,4x01:2,4x03:7,4x04:10,4x05:3,4x06:5,4x07:11,4x08:3,4x09:4,4x10:1,4x11:2,4x12:1,4x13:4,5x01:4,5x02:3,5x03:5,5x04:5,5x05:7,5x06:6,5x07:4,5x08:3,5x09:2,5x10:2,5x11:11,5x12:8,5x13:4,5x14:2,5x15:8,5x16:3"
