word,total_count,episode_count,episodes
pretty,92,46,"1x01:1,1x02:1,1x03:2,1x04:1,1x05:3,1x06:5,1x07:1,2x01:1,2x02:1,2x03:1,2x04:3,2x05:3,2x06:1,2x07:2,2x08:3,2x10:1,2x11:4,2x13:2,3x02:1,3x04:1,3x05:1,3x08:1,3x09:2,3x12:1,3x13:5,4x01:4,4x03:1,4x04:3,4x06:3,4x08:3,4x10:1,4x11:3,4x12:1,4x13:1,5x01:1,5x02:2,5x03:2,5x04:2,5x05:1,5x06:3,5x07:2,5x08:1,5x11:2,5x12:1,5x13:2,5x15:5"
suppose,92,47,"1x01:3,1x02:5,1x03:2,1x04:2,1x05:1,1x06:1,1x07:5,2x02:1,2x03:1,2x04:1,2x06:2,2x07:1,2x08:3,2x10:3,2x11:1,3x01:1,3x02:1,3x04:3,3x05:3,3x06:3,3x07:5,3x08:3,3x09:2,3x10:2,3x11:4,3x12:1,3x13:2,4x04:4,4x06:1,4x08:1,4x09:1,4x10:1,4x12:1,4x13:2,5x01:1,5x02:2,5x03:1,5x04:2,5x05:1,5x06:2,5x07:1,5x08:2,5x09:1,5x10:1,5x11:2,5x12:2,5x14:1"
baby,91,41,"1x01:3,1x03:4,1x06:1,1x07:8,2x01:4,2x02:1,2x03:2,2x05:2,2x06:6,2x09:3,2x11:1,2x12:8,2x13:4,3x02:1,3x03:1,3x05:2,3x06:1,3x07:2,3x09:1,3x10:3,3x11:3,3x12:1,3x13:1,4x03:1,4x05:2,4x07:1,4x09:1,5x02:1,5x03:2,5x04:1,5x05:1,5x06:1,5x07:1,5x08:2,5x09:1,5x10:5,5x12:1,5x13:1,5x14:1,5x15:3,5x16:2"
life,91,42,"1x01:3,1x02:1,1x03:3,1x04:1,1x05:4,1x07:7,2x02:2,2x04:2,2x06:4,2x08:4,2x12:3,3x01:3,3x02:3,3x05:2,3x07:1,3x08:2,3x09:5,3x11:1,3x13:2,4x01:3,4x04:2,4x05:1,4x08:3,4x09:3,4x10:1,4x11:2,4x12:1,4x13:1,5x02:1,5x03:1,5x04:1,5x05:2,5x07:2,5x08:2,5x09:2,5x10:1,5x11:3,5x12:1,5x13:1,5x14:2,5x15:1,5x16:1"
sound,91,46,"1x04:1,1x07:2,2x01:2,2x03:2,2x04:4,2x05:1,2x06:2,2x07:3,2x08:2,2x09:1,2x10:4,2x11:2,2x12:1,3x01:2,3x02:1,3x04:2,3x05:1,3x07:1,3x08:4,3x10:2,3x11:2,3x12:1,3x13:2,4x01:2,4x03:2,4x04:3,4x05:1,4x06:1,4x07:1,4x08:1,4x09:2,4x10:1,4x11:3,4x12:1,4x13:3,5x03:5,5x05:5,5x06:1,5x08:1,5x09:3,5x10:2,5x11:1,5x12:3,5x14:1,5x15:2,5x16:1"
mind,90,43,"1x02:2,1x03:4,1x04:1,1x05:3,1x06:2,1x07:1,2x01:1,2x03:1,2x06:2,2x07:2,2x08:4,2x09:2,2x11:1,2x12:2,2x13:2,3x01:3,3x02:2,3x03:2,3x05:4,3x06:2,3x07:1,3x09:2,3x11:3,3x12:2,4x01:1,4x03:1,4x04:1,4x06:1,4x07:1,4x08:3,4x10:1,5x01:1,5x02:1,5x03:1,5x04:2,5x05:6,5x08:1,5x10:2,5x12:6,5x13:1,5x14:4,5x15:4,5x16:1"
today,90,45,"1x01:1,1x03:1,1x06:1,1x07:1,2x03:4,2x04:3,2x06:4,2x07:4,2x08:2,2x09:3,2x10:5,2x11:1,2x12:4,2x13:1,3x01:2,3x02:2,3x03:2,3x04:2,3x05:1,3x07:1,3x08:2,3x09:3,3x11:3,3x12:1,4x01:2,4x03:1,4x05:2,4x06:1,4x07:2,4x08:3,4x09:1,4x12:3,4x13:1,5x01:1,5x02:1,5x03:5,5x04:1,5x05:1,5x06:1,5x07:1,5x09:2,5x10:2,5x11:3,5x15:1,5x16:1"
uh,90,27,"1x01:2,1x03:1,1x04:1,3x04:1,3x13:6,4x03:2,4x04:7,4x05:1,4x06:7,4x07:3,4x08:5,4x09:5,4x10:2,4x11:2,4x13:1,5x01:2,5x02:3,5x03:5,5x04:4,5x05:2,5x06:5,5x07:3,5x08:1,5x09:2,5x11:4,5x12:9,5x13:4"
old,89,49,"1x01:1,1x02:2,1x03:2,1x04:1,1x05:2,1x06:5,1x07:4,2x02:1,2x03:2,2x05:2,2x06:2,2x07:2,2x08:1,2x09:1,2x10:1,2x11:1,2x12:5,2x13:1,3x02:3,3x03:1,3x04:1,3x05:2,3x06:1,3x07:1,3x09:2,3x10:1,3x11:2,3x12:2,3x13:3,4x03:3,4x04:1,4x05:1,4x07:1,4x09:2,4x10:1,4x11:4,4x12:2,4x13:4,5x01:1,5x02:2,5x04:1,5x05:1,5x08:1,5x10:1,5x11:1,5x12:1,5x14:1,5x15:3,5x16:2"
seriously,89,46,"1x01:1,1x02:1,1x03:4,1x04:2,1x05:2,1x06:1,1x07:2,2x01:2,2x02:1,2x03:1,2x04:1,2x05:2,2x08:5,2x09:3,2x10:1,2x11:2,2x12:3,2x13:1,3x04:1,3x05:1,3x06:1,3x08:2,3x09:1,3x10:3,3x11:2,3x12:3,3x13:2,4x03:3,4x04:1,4x06:2,4x07:2,4x08:1,4x09:2,4x13:3,5x01:3,5x03:1,5x04:2,5x05:4,5x06:3,5x10:1,5x11:4,5x12:1,5x13:1,5x14:1,5x15:1,5x16:2"
drive,86,42,"1x01:2,1x02:2,1x05:1,1x07:2,2x02:2,2x03:2,2x04:3,2x06:3,2x11:1,2x12:1,2x13:2,3x01:1,3x02:4,3x03:1,3x04:1,3x05:1,3x06:1,3x07:1,3x08:3,3x11:1,3x12:2,3x13:2,4x01:2,4x03:1,4x04:2,4x05:4,4x06:1,4x07:2,4x08:2,4x09:1,4x10:3,4x11:3,4x12:2,5x01:4,5x02:2,5x04:5,5x05:3,5x08:1,5x09:3,5x11:3,5x13:1,5x14:2"
away,85,44,"1x01:1,1x02:2,1x03:2,1x04:2,1x07:1,2x02:2,2x03:2,2x04:1,2x05:1,2x06:1,2x07:3,2x08:1,2x10:2,2x12:1,3x03:2,3x05:2,3x07:1,3x09:2,3x11:1,3x12:3,3x13:1,4x01:1,4x04:1,4x05:3,4x07:1,4x09:1,4x10:2,4x11:3,4x12:2,5x01:1,5x03:1,5x04:7,5x05:1,5x06:4,5x07:3,5x08:1,5x09:1,5x10:2,5x11:6,5x12:2,5x13:3,5x14:1,5x15:1,5x16:3"
hit,85,41,"1x03:1,1x04:2,1x05:1,1x06:1,1x07:1,2x01:1,2x02:4,2x03:1,2x06:7,2x07:1,2x08:2,2x09:2,2x11:1,2x13:1,3x01:1,3x02:2,3x03:2,3x07:3,3x08:2,3x09:2,3x10:3,3x11:1,3x12:1,3x13:1,4x03:1,4x04:4,4x05:2,4x06:4,4x07:2,4x08:1,4x11:2,4x12:2,5x01:2,5x03:1,5x05:7,5x08:3,5x09:1,5x10:1,5x11:4,5x13:1,5x15:3"
may,85,38,"1x01:1,1x02:1,1x04:5,1x05:3,1x06:1,1x07:3,2x02:3,2x03:1,2x07:1,2x08:2,2x11:3,2x13:4,3x01:1,3x02:2,3x03:5,3x05:1,3x06:1,3x07:4,3x08:1,3x09:1,3x12:2,3x13:2,4x01:2,4x03:3,4x06:3,4x08:4,4x09:1,4x12:1,4x13:4,5x01:1,5x03:2,5x04:5,5x08:1,5x11:1,5x13:3,5x14:2,5x15:2,5x16:2"
point,85,43,"1x01:2,1x05:1,1x07:2,2x01:1,2x02:1,2x03:2,2x04:1,2x05:5,2x07:3,2x09:1,2x10:2,2x12:2,2x13:2,3x02:1,3x04:1,3x06:1,3x07:1,3x09:2,3x10:4,3x11:3,3x12:4,4x01:2,4x03:2,4x04:4,4x06:1,4x07:4,4x11:2,4x13:1,5x01:2,5x02:2,5x03:2,5x04:1,5x05:4,5x06:2,5x07:2,5x08:3,5x09:1,5x11:1,5x12:1,5x13:2,5x14:1,5x15:1,5x16:2"
police,85,33,"1x07:4,2x02:4,2x03:2,2x07:1,2x08:3,2x11:1,2x12:1,2x13:2,3x02:1,3x03:5,3x04:2,3x05:2,3x06:3,3x08:1,3x12:4,4x01:1,4x03:4,4x04:2,4x06:3,4x08:1,4x13:1,5x01:6,5x02:3,5x04:4,5x05:1,5x06:1,5x07:6,5x10:1,5x11:1,5x13:2,5x14:4,5x15:6,5x16:2"
end,84,42,"1x02:3,1x04:2,1x05:2,2x01:2,2x05:1,2x06:1,2x08:3,2x10:2,2x11:1,2x12:2,3x01:2,3x03:2,3x04:1,3x05:1,3x06:3,3x08:1,3x09:3,3x10:2,3x11:1,3x12:2,3x13:1,4x03:1,4x04:2,4x08:1,4x10:2,4x11:3,4x12:4,4x13:2,5x01:4,5x02:1,5x03:4,5x04:1,5x05:1,5x06:3,5x07:2,5x08:4,5x09:1,5x10:3,5x11:2,5x13:2,5x15:2,5x16:1"
figure,84,40,"1x03:3,1x04:1,1x06:2,2x01:4,2x04:1,2x07:1,2x08:1,2x09:1,2x10:2,2x11:2,2x12:2,2x13:1,3x06:1,3x08:2,3x09:3,3x10:1,3x12:2,3x13:2,4x01:3,4x04:4,4x05:1,4x07:1,4x08:1,4x09:5,4x10:1,4x12:1,5x01:4,5x02:3,5x03:1,5x05:4,5x06:3,5x07:2,5x08:4,5x09:2,5x10:1,5x11:3,5x13:3,5x14:2,5x15:2,5x16:1"
least,84,43,"1x01:1,1x02:1,1x03:1,1x04:1,1x05:1,1x06:1,2x02:2,2x03:2,2x04:1,2x06:1,2x07:1,2x08:1,2x09:4,2x10:1,2x11:2,2x12:1,2x13:3,3x02:2,3x04:5,3x06:1,3x08:3,3x09:2,3x11:3,3x12:2,3x13:5,4x01:1,4x03:1,4x04:3,4x06:1,4x07:1,4x10:2,4x11:4,4x12:2,4x13:4,5x01:2,5x02:3,5x03:1,5x04:1,5x05:4,5x07:1,5x09:1,5x10:3,5x16:1"
month,84,41,"1x01:1,1x04:1,1x05:3,1x06:2,1x07:2,2x01:1,2x02:1,2x03:3,2x05:6,2x07:1,2x08:1,2x10:1,2x11:1,2x12:3,2x13:1,3x01:5,3x05:3,3x06:1,3x08:3,3x09:6,3x11:3,3x12:2,3x13:1,4x01:1,4x03:2,4x05:1,4x07:4,4x08:2,4x09:2,4x10:2,4x13:1,5x04:2,5x06:1,5x08:2,5x09:3,5x10:1,5x11:1,5x13:1,5x14:1,5x15:4,5x16:1"
sit,83,39,"1x01:2,1x03:2,1x04:3,1x05:2,1x06:1,2x01:1,2x02:1,2x04:1,2x06:3,2x07:2,2x08:1,2x11:5,2x13:3,3x01:2,3x02:2,3x05:2,3x06:2,3x08:3,3x10:5,3x11:1,3x12:2,4x03:2,4x05:1,4x06:1,4x07:4,4x08:2,4x09:3,4x10:2,4x11:1,4x12:1,4x13:1,5x01:2,5x02:2,5x05:2,5x06:3,5x07:2,5x11:4,5x12:3,5x14:1"
couple,82,40,"1x01:2,1x03:1,1x04:1,1x06:4,1x07:2,2x01:2,2x03:2,2x05:3,2x11:4,3x03:4,3x04:2,3x05:1,3x07:1,3x08:3,3x09:4,3x10:1,3x11:4,3x13:1,4x01:1,4x04:1,4x05:1,4x06:3,4x07:2,4x08:1,4x10:1,4x11:2,4x13:2,5x01:2,5x02:2,5x03:4,5x04:3,5x05:2,5x06:2,5x08:1,5x09:1,5x10:1,5x12:1,5x13:3,5x14:1,5x15:3"
story,82,38,"1x01:1,1x03:3,1x04:1,2x03:4,2x04:1,2x12:2,2x13:3,3x02:2,3x03:1,3x04:1,3x05:1,3x06:1,3x07:1,3x08:3,3x10:1,3x11:5,3x12:4,3x13:1,4x03:2,4x04:10,4x05:1,4x06:2,4x07:1,4x08:4,4x10:1,4x12:4,4x13:2,5x01:1,5x02:2,5x03:1,5x04:1,5x08:1,5x09:3,5x10:4,5x11:1,5x12:3,5x14:1,5x16:1"
live,81,43,"1x01:5,1x02:1,1x03:6,1x04:1,1x05:2,1x07:1,2x01:2,2x03:1,2x04:1,2x05:1,2x06:3,2x07:1,2x10:1,2x12:3,3x01:2,3x02:1,3x03:4,3x04:1,3x05:1,3x08:1,3x09:3,3x10:3,3x11:1,3x13:3,4x01:1,4x03:2,4x04:1,4x05:1,4x06:1,4x07:1,4x08:7,4x09:1,4x12:1,5x01:1,5x03:1,5x07:1,5x09:3,5x10:1,5x11:4,5x12:2,5x13:1,5x14:1,5x15:1"
second,81,37,"1x01:2,1x04:1,1x07:1,2x01:4,2x02:5,2x03:8,2x04:3,2x05:2,2x07:1,2x08:2,2x10:1,2x12:2,3x02:2,3x04:3,3x06:1,3x09:1,3x10:3,4x01:1,4x03:4,4x04:1,4x05:1,4x06:3,4x07:2,4x08:1,4x09:2,4x13:4,5x01:1,5x03:1,5x04:2,5x05:1,5x07:4,5x08:2,5x10:1,5x11:4,5x12:1,5x13:1,5x14:2"
thank,81,38,"1x01:2,1x02:2,1x05:2,1x06:1,1x07:3,2x04:4,2x05:1,2x06:4,2x07:3,2x09:1,2x10:2,2x11:1,2x12:2,2x13:3,3x03:1,3x05:1,3x08:7,3x09:4,3x10:1,3x11:1,3x13:2,4x01:2,4x03:3,4x06:1,4x07:3,4x08:5,4x09:2,4x10:2,4x13:2,5x03:2,5x05:2,5x07:1,5x08:1,5x09:1,5x11:1,5x12:2,5x13:2,5x16:1"
probably,80,46,"1x01:1,1x03:4,1x05:1,1x06:2,2x01:3,2x03:1,2x04:5,2x05:1,2x08:1,2x09:1,2x10:1,2x11:1,2x13:1,3x01:3,3x02:1,3x03:1,3x04:3,3x05:1,3x07:2,3x08:1,3x09:2,3x10:2,3x11:2,3x12:1,3x13:1,4x03:1,4x04:2,4x05:1,4x06:1,4x08:2,4x09:4,4x10:1,4x11:1,4x12:3,5x01:1,5x03:2,5x04:2,5x05:2,5x07:1,5x09:2,5x11:2,5x12:2,5x13:3,5x14:1,5x15:2,5x16:1"
absolutely,79,40,"1x02:1,1x04:3,1x05:2,1x06:2,2x02:2,2x03:4,2x04:2,2x05:3,2x06:1,2x07:1,2x08:2,2x09:2,2x11:4,2x12:3,2x13:5,3x03:1,3x04:1,3x05:3,3x08:2,3x09:3,3x10:1,3x13:1,4x01:2,4x03:2,4x05:1,4x06:1,4x08:1,4x11:1,5x01:1,5x02:1,5x03:2,5x04:3,5x05:3,5x06:3,5x07:2,5x09:2,5x10:1,5x13:1,5x15:1,5x16:2"
matter,79,44,"1x01:2,1x04:2,1x05:1,1x06:2,2x01:1,2x02:1,2x03:3,2x05:1,2x06:2,2x07:3,2x08:2,2x09:1,2x11:1,2x12:1,2x13:1,3x01:1,3x02:1,3x03:1,3x04:1,3x05:1,3x06:1,3x07:2,3x08:2,3x09:2,3x10:3,3x11:2,4x01:1,4x03:2,4x07:3,4x08:1,4x09:2,4x11:4,4x12:7,5x01:2,5x02:1,5x04:2,5x05:1,5x06:1,5x07:1,5x10:3,5x12:3,5x13:2,5x14:1,5x15:1"
meet,79,36,"1x01:2,1x04:1,1x07:3,2x01:1,2x03:1,2x05:2,2x06:2,2x07:4,2x08:1,2x10:3,2x11:6,2x13:6,3x02:3,3x04:1,3x05:2,3x07:2,3x08:5,3x09:3,3x13:3,4x03:3,4x05:2,4x08:2,4x10:1,4x11:2,4x13:1,5x02:1,5x03:2,5x04:2,5x08:2,5x10:1,5x11:2,5x12:2,5x13:2,5x14:1,5x15:1,5x16:1"
door,78,38,"1x03:1,1x04:1,1x05:1,1x07:3,2x03:2,2x04:2,2x05:2,2x07:1,2x10:2,2x12:1,2x13:1,3x03:1,3x04:6,3x08:2,3x10:3,3x11:10,4x03:1,4x04:4,4x06:7,4x07:1,4x08:1,4x09:1,4x10:1,4x12:2,4x13:5,5x01:1,5x02:1,5x03:1,5x05:2,5x07:1,5x08:1,5x09:2,5x10:1,5x11:1,5x12:1,5x13:1,5x15:2,5x16:1"
lab,78,32,"1x01:7,1x04:3,1x06:1,1x07:2,2x09:2,3x02:3,3x05:1,3x06:4,3x07:3,3x08:1,3x10:5,3x12:1,3x13:3,4x01:5,4x04:2,4x05:2,4x07:5,4x09:1,4x10:2,4x11:3,4x12:3,5x01:2,5x02:3,5x03:4,5x04:1,5x05:1,5x06:1,5x07:3,5x10:1,5x11:1,5x12:1,5x16:1"
damn,77,41,"1x01:3,1x02:3,1x03:2,1x04:3,1x07:5,2x01:1,2x02:1,2x03:1,2x05:2,2x06:2,2x07:4,2x08:3,2x09:3,2x10:2,2x11:1,2x12:1,3x02:1,3x04:2,3x05:4,3x08:1,3x09:2,3x10:3,3x11:1,4x01:1,4x03:1,4x04:1,4x05:1,4x06:4,4x07:2,4x08:1,4x09:1,4x11:1,4x12:1,4x13:1,5x02:1,5x07:3,5x08:1,5x11:1,5x13:2,5x14:2,5x16:1"
watch,77,35,"1x01:4,1x03:2,1x06:1,1x07:2,2x02:1,2x03:1,2x06:2,2x07:4,2x11:2,2x13:1,3x04:2,3x06:2,3x10:1,3x11:3,3x13:3,4x01:2,4x05:1,4x06:2,4x07:2,4x08:2,4x09:2,4x11:3,5x01:1,5x02:1,5x04:8,5x05:3,5x06:1,5x07:1,5x08:1,5x09:1,5x11:2,5x13:2,5x14:3,5x15:5,5x16:3"
pick,76,40,"1x01:1,1x02:2,1x03:1,1x05:1,1x07:1,2x01:1,2x02:2,2x03:1,2x05:1,2x06:2,2x07:1,2x08:2,2x09:3,2x11:1,2x13:3,3x04:1,3x07:2,3x08:3,3x11:1,3x12:2,4x01:1,4x03:2,4x04:4,4x05:2,4x06:1,4x07:2,4x10:1,4x12:2,4x13:2,5x01:1,5x02:5,5x03:1,5x04:4,5x05:2,5x07:2,5x08:2,5x11:4,5x13:2,5x14:3,5x16:1"
pound,74,25,"1x01:2,1x02:1,1x05:1,1x06:9,1x07:15,2x01:3,2x03:1,2x05:2,2x08:3,2x09:5,2x11:4,2x12:1,3x04:2,3x05:1,3x08:2,3x09:6,3x10:2,4x04:1,4x06:1,4x11:2,5x03:3,5x07:2,5x08:3,5x13:1,5x15:1"
walk,74,40,"1x04:1,1x06:3,1x07:2,2x02:2,2x03:3,2x05:1,2x06:3,2x08:1,2x09:1,2x10:2,2x13:1,3x02:1,3x05:1,3x07:1,3x08:3,3x09:3,3x10:1,3x11:4,3x12:3,3x13:1,4x01:1,4x04:2,4x05:1,4x07:1,4x08:2,4x09:2,4x11:1,4x13:1,5x01:1,5x02:1,5x03:1,5x06:3,5x07:1,5x08:2,5x10:2,5x11:3,5x13:2,5x14:3,5x15:2,5x16:4"
blue,73,34,"1x07:2,2x01:2,2x02:1,2x03:2,2x04:1,2x05:1,2x07:2,2x08:2,2x12:1,2x13:6,3x02:1,3x04:4,3x06:1,3x07:1,3x08:1,3x09:3,3x11:4,4x01:1,4x04:3,4x05:1,4x06:2,4x07:2,4x09:2,4x13:1,5x04:3,5x05:1,5x06:3,5x07:1,5x08:1,5x09:1,5x13:9,5x14:1,5x15:3,5x16:3"
plan,73,39,"1x01:1,1x04:1,1x05:1,1x06:1,1x07:2,2x02:2,2x03:2,2x04:1,2x05:5,2x07:1,2x09:3,3x03:1,3x04:2,3x05:1,3x06:4,3x07:1,3x09:4,3x10:1,3x11:1,3x12:5,4x01:1,4x03:1,4x04:1,4x05:2,4x06:1,4x08:1,4x09:2,4x11:2,4x12:2,5x02:1,5x03:2,5x04:5,5x06:3,5x11:1,5x12:3,5x13:2,5x14:1,5x15:1,5x16:1"
ready,73,40,"1x03:1,1x05:2,1x06:1,1x07:1,2x01:1,2x04:3,2x07:1,2x09:2,2x10:2,2x11:3,2x12:1,2x13:2,3x01:2,3x03:2,3x06:1,3x07:3,3x11:3,3x12:1,3x13:3,4x01:2,4x03:1,4x04:2,4x06:2,4x07:2,4x08:1,4x09:1,4x11:2,4x12:1,5x01:2,5x02:1,5x03:1,5x05:5,5x06:1,5x07:3,5x08:1,5x09:1,5x11:3,5x12:2,5x13:1,5x15:3"
course,72,44,"1x02:1,1x04:2,1x05:2,1x06:1,1x07:4,2x04:1,2x05:2,2x06:1,2x07:1,2x10:1,2x12:2,2x13:2,3x02:3,3x03:3,3x04:1,3x05:3,3x06:1,3x07:2,3x08:2,3x10:1,3x12:4,4x01:2,4x04:2,4x05:1,4x06:1,4x07:1,4x08:1,4x09:1,4x10:2,4x11:1,4x13:1,5x01:1,5x02:1,5x03:1,5x04:3,5x05:2,5x06:2,5x09:2,5x10:2,5x11:1,5x12:1,5x13:1,5x14:1,5x16:1"
high,72,41,"1x01:1,1x02:4,1x03:1,1x04:1,1x05:1,1x07:3,2x01:1,2x02:4,2x03:1,2x05:1,2x06:4,2x07:1,2x08:2,2x09:1,2x11:2,2x12:3,3x01:3,3x04:1,3x05:1,3x06:1,3x08:1,3x09:3,3x11:1,3x12:1,3x13:3,4x03:2,4x05:1,4x06:1,4x07:1,4x08:2,5x03:1,5x04:2,5x07:5,5x08:2,5x09:1,5x10:1,5x11:1,5x12:2,5x13:1,5x15:2,5x16:1"
drug,71,38,"1x01:2,1x02:2,1x03:3,1x07:5,2x01:1,2x02:3,2x03:2,2x04:1,2x05:1,2x07:4,2x08:3,2x10:1,2x11:3,2x12:3,2x13:1,3x01:1,3x02:1,3x03:2,3x04:2,3x05:2,3x07:1,3x08:2,3x09:2,3x11:2,3x12:1,4x01:1,4x03:3,4x04:1,4x05:1,4x08:2,5x01:1,5x02:2,5x04:1,5x11:2,5x12:2,5x14:1,5x15:2,5x16:1"
eye,71,40,"1x01:4,1x03:1,1x04:2,1x05:2,2x02:1,2x06:2,2x11:4,2x12:2,2x13:1,3x02:3,3x03:1,3x04:1,3x05:1,3x07:1,3x08:2,3x09:1,3x12:1,4x03:2,4x04:1,4x05:1,4x06:2,4x07:4,4x09:2,4x10:2,4x11:1,4x13:1,5x01:1,5x02:2,5x03:1,5x04:3,5x05:1,5x07:1,5x08:1,5x10:5,5x11:1,5x12:1,5x13:3,5x14:3,5x15:1,5x16:1"
morning,71,42,"1x01:2,1x02:3,1x03:1,1x04:1,1x05:1,1x06:3,2x01:2,2x02:2,2x03:2,2x04:3,2x06:2,2x07:3,2x08:1,2x09:1,2x10:1,2x12:1,2x13:2,3x01:1,3x02:3,3x03:1,3x04:1,3x05:2,3x06:1,3x07:1,3x09:1,3x12:1,3x13:1,4x01:1,4x05:2,4x06:1,4x09:1,4x12:4,4x13:1,5x02:2,5x03:2,5x05:1,5x06:2,5x07:1,5x09:4,5x10:1,5x12:2,5x16:2"
partner,71,32,"1x01:2,1x03:1,1x04:2,1x05:2,1x06:5,2x02:1,2x04:4,2x11:1,2x12:2,3x01:1,3x02:1,3x03:2,3x07:3,3x08:3,3x09:1,3x10:1,3x12:2,3x13:1,4x04:1,4x05:1,4x07:1,4x12:2,4x13:3,5x02:2,5x05:3,5x06:4,5x07:2,5x11:2,5x12:2,5x13:1,5x14:2,5x16:10"
ai,69,34,"1x01:6,1x02:1,1x03:2,1x04:1,1x06:1,1x07:3,2x02:2,2x03:2,2x06:7,2x07:7,2x08:2,2x09:1,2x12:1,2x13:1,3x03:1,3x05:2,3x06:1,3x07:1,3x09:3,3x12:1,3x13:4,4x01:1,4x04:1,4x07:3,4x08:1,4x09:1,4x11:1,4x13:2,5x07:1,5x08:1,5x09:2,5x10:1,5x13:3,5x16:1"
news,69,34,"1x03:1,1x05:2,2x02:1,2x03:1,2x08:2,2x09:4,2x10:7,2x12:2,2x13:1,3x01:1,3x02:1,3x03:2,3x04:3,3x05:1,3x07:1,3x08:6,3x09:1,3x10:1,4x03:1,4x04:1,4x07:2,4x08:1,4x09:1,4x10:4,4x11:4,4x13:4,5x01:2,5x03:2,5x06:1,5x08:1,5x11:2,5x13:1,5x15:2,5x16:2"
wash,69,30,"1x01:3,1x03:1,1x04:1,2x03:1,2x08:1,3x08:1,3x11:2,3x12:2,3x13:1,4x03:8,4x04:4,4x05:6,4x06:1,4x07:2,4x09:2,4x10:2,4x11:2,4x12:2,5x02:1,5x03:1,5x04:1,5x06:1,5x08:1,5x09:12,5x10:1,5x11:2,5x12:2,5x13:3,5x15:1,5x16:1"
worry,69,40,"1x01:1,1x04:1,1x06:2,1x07:1,2x01:1,2x02:3,2x03:1,2x04:2,2x05:1,2x06:2,2x08:1,2x09:1,2x10:1,2x13:1,3x02:1,3x04:2,3x05:1,3x06:1,3x11:1,3x12:1,4x03:1,4x04:5,4x06:3,4x07:1,4x09:1,4x10:1,4x11:2,4x12:1,4x13:1,5x01:1,5x02:3,5x06:2,5x07:5,5x08:1,5x09:6,5x11:3,5x12:3,5x13:1,5x15:1,5x16:1"
question,68,37,"1x02:1,1x03:1,1x06:3,1x07:1,2x02:3,2x03:1,2x04:1,2x08:2,2x09:1,2x12:1,3x01:1,3x02:1,3x03:2,3x04:1,3x06:2,3x08:2,3x12:1,3x13:2,4x01:3,4x03:3,4x04:1,4x05:1,4x06:3,4x07:1,4x08:2,4x09:5,4x13:2,5x01:1,5x02:4,5x03:2,5x04:2,5x05:2,5x08:2,5x09:1,5x12:2,5x13:3,5x15:1"
boy,67,32,"1x01:2,1x06:3,1x07:1,2x01:1,2x05:1,2x07:5,2x08:4,2x10:1,2x12:2,3x03:1,3x09:2,3x10:1,3x12:3,3x13:3,4x01:1,4x03:1,4x04:1,4x05:2,4x07:1,4x08:2,4x11:1,4x12:5,4x13:5,5x03:2,5x06:2,5x07:3,5x08:1,5x09:3,5x11:1,5x12:3,5x13:2,5x14:1"
dude,66,29,"1x01:3,1x02:2,1x04:5,1x05:1,1x06:4,1x07:3,2x01:1,2x03:4,2x04:1,2x07:3,2x08:9,2x10:2,2x11:2,2x12:1,2x13:1,3x04:1,3x05:2,3x09:2,3x11:1,4x04:2,4x05:3,4x07:1,4x08:1,4x09:4,5x06:1,5x09:2,5x11:1,5x12:1,5x13:2"
hard,66,35,"1x03:1,1x05:1,1x07:2,2x02:2,2x03:2,2x05:1,2x06:2,2x07:2,2x08:3,2x11:1,2x12:1,2x13:1,3x01:2,3x02:1,3x04:2,3x07:2,3x08:3,3x09:3,3x10:1,3x11:1,3x12:1,4x03:4,4x04:1,4x05:1,4x06:6,4x07:1,4x09:2,4x11:2,4x12:1,5x01:1,5x02:1,5x04:5,5x06:3,5x11:2,5x14:1"
seem,66,36,"1x01:1,1x02:4,1x03:3,1x04:1,1x05:1,2x02:2,2x03:1,2x05:1,2x10:3,2x12:1,2x13:1,3x05:1,3x06:2,3x07:1,3x09:2,3x10:3,3x12:1,3x13:2,4x01:2,4x03:3,4x04:5,4x05:1,4x07:2,4x10:1,4x11:1,4x12:1,4x13:1,5x02:3,5x04:4,5x06:2,5x08:3,5x10:1,5x11:1,5x13:1,5x14:2,5x15:1"
cool,65,31,"1x02:2,1x04:2,1x05:2,1x06:4,2x03:4,2x04:4,2x05:4,2x07:4,2x08:5,2x10:2,2x13:1,3x02:1,3x03:4,3x04:2,3x05:1,3x10:1,3x11:3,3x12:1,3x13:1,4x05:2,4x06:1,4x08:2,4x10:1,5x01:1,5x03:1,5x04:1,5x06:2,5x08:2,5x10:1,5x11:2,5x14:1"
safe,65,32,"1x02:1,1x03:2,2x01:1,2x03:1,2x06:2,2x07:1,2x08:2,2x09:2,2x13:1,3x05:2,3x06:1,3x09:2,3x11:4,3x12:1,4x04:1,4x05:1,4x06:3,4x10:1,4x11:1,4x12:5,4x13:1,5x01:3,5x02:2,5x04:3,5x05:1,5x06:4,5x08:2,5x10:5,5x11:2,5x12:3,5x13:3,5x14:1"
